1.000000000000000000e+00,9.992206201398978749e-01,9.987694282753291075e-01,9.981739700997113163e-01,9.974477728429532730e-01,9.973139200554348438e-01,9.970912626618576580e-01,9.967825013887122720e-01,9.971902540700575690e-01,9.968524491824825029e-01,9.963351780573808103e-01,9.972327142952971402e-01,9.969360311421719967e-01,9.970873577069744309e-01,9.969188209523610622e-01,9.968266475382743241e-01,9.968969653344574855e-01,9.972467992869605835e-01,9.973694377013173629e-01,9.968499677036899431e-01,9.965976242299710020e-01,9.966351303968485897e-01,9.968024237193663373e-01,9.967358745634620210e-01,9.967248988391641529e-01,9.966625054454492094e-01,9.965683495722212903e-01,9.966254843518910222e-01,9.964699180272399426e-01,9.962651488572521474e-01,9.967311963464139390e-01,9.970051270679770594e-01,9.962329201985968830e-01,9.968142248908751224e-01,9.971797195433107497e-01,9.967359560615887126e-01,9.974073040136355317e-01,9.971845027758887703e-01,9.968590839506591417e-01,9.966696077736254544e-01,9.969403875221966027e-01,9.969905542150268030e-01,9.971235125958897161e-01,9.969001129900950664e-01,9.970734301962237423e-01,9.971624507534646575e-01,9.963898216598188196e-01,9.966525666887241508e-01,9.964741591755164052e-01,9.968026320354044234e-01,9.970704729568715674e-01,9.972160169341793834e-01,9.967551278089576972e-01,9.968696431420090986e-01,9.967974220945394759e-01,9.969890527928528812e-01,9.970266801657498013e-01,9.967486503891711536e-01,9.964544347780599498e-01,9.963331518648169682e-01,9.963174462858458424e-01,9.962362592678898343e-01,9.960819245884904305e-01,9.961462316098260716e-01,9.960025157812614216e-01,9.964014897826789507e-01,9.970797226122344314e-01,9.971269644273901278e-01,9.975080064217897169e-01,9.975558928614529641e-01,9.970815130445509489e-01,9.972700740322871793e-01,9.976663391934041947e-01,9.974567375904680455e-01,9.972455160397315499e-01,9.970367247643845410e-01,9.970157397201067084e-01,9.969941190160670486e-01,9.971580085635483037e-01,9.971429622958720707e-01,9.964964402090114026e-01,9.968877298326253023e-01,9.971451273491384049e-01,9.968942928522118718e-01,9.961528495276675832e-01,9.962730611586684271e-01,9.961810803145524362e-01,9.967235521745920757e-01
9.992206201398977639e-01,1.000000000000000000e+00,9.992670105015393212e-01,9.985781212572150123e-01,9.977673349616820175e-01,9.975759534681297724e-01,9.970484540634587667e-01,9.966908452784114525e-01,9.971296877237831868e-01,9.969518550446994087e-01,9.964975317646751485e-01,9.972142462634731030e-01,9.969168842428317578e-01,9.969013027078772460e-01,9.969948972026859702e-01,9.969445394854331566e-01,9.970056157952115194e-01,9.972958511679570481e-01,9.974240437152220862e-01,9.967956551983594427e-01,9.967082407221814488e-01,9.968258915198687786e-01,9.970788080863127734e-01,9.969711877747857720e-01,9.969527083021995084e-01,9.969898234455278896e-01,9.968979881470950710e-01,9.967709755846185793e-01,9.965417604030527565e-01,9.963966089178429852e-01,9.969110883106452325e-01,9.972064130287439099e-01,9.966498417022698897e-01,9.971201918075197623e-01,9.973955312546970431e-01,9.967832288890920989e-01,9.973528908115130154e-01,9.971304766162585320e-01,9.968605202639756468e-01,9.966337702189488335e-01,9.970573142743678341e-01,9.971371013059272537e-01,9.970823801912740425e-01,9.967205465905382145e-01,9.969647645695821625e-01,9.970686147755357664e-01,9.964053579360643287e-01,9.966462184635155319e-01,9.967896356960203041e-01,9.968851549153661118e-01,9.973575969008264819e-01,9.971561344173279773e-01,9.966631331400654936e-01,9.966583647243051347e-01,9.966867594708782585e-01,9.968744114008638579e-01,9.969591064100086220e-01,9.969510350634550599e-01,9.966250757556984752e-01,9.964862766073860900e-01,9.967167881111433925e-01,9.964172889275945133e-01,9.962086170406437846e-01,9.962332773475758296e-01,9.961557104915409466e-01,9.964653012629837159e-01,9.970237249511935129e-01,9.973065080531305915e-01,9.975632368062138378e-01,9.975062762672843863e-01,9.970567963202131567e-01,9.972306957532917071e-01,9.975382310216300841e-01,9.972926700034946412e-01,9.971437110199794507e-01,9.968202482005059650e-01,9.969045442109035760e-01,9.969376333760049391e-01,9.970880454319166475e-01,9.969712803799394285e-01,9.963308870361324843e-01,9.967469744674516408e-01,9.970465256546231503e-01,9.970003517201603271e-01,9.963415575338308017e-01,9.964327051720031081e-01,9.963600541974901859e-01,9.969626221411007627e-01
9.987694282753289965e-01,9.992670105015393212e-01,1.000000000000000000e+00,9.991321141025197861e-01,9.984120187453874307e-01,9.982427261539558172e-01,9.976631679464068592e-01,9.969170051791345077e-01,9.971042277862713910e-01,9.972479712098785143e-01,9.968846733766006940e-01,9.976016194367917089e-01,9.972425119655372594e-01,9.967792806735924493e-01,9.967577205619700953e-01,9.966620261976611994e-01,9.967562970525333244e-01,9.971361658458406385e-01,9.972545420267955318e-01,9.964854016187212338e-01,9.962618262638364142e-01,9.964903533051616691e-01,9.967447256739639938e-01,9.966687730607201035e-01,9.967025037552961209e-01,9.968008389076985498e-01,9.969179059384900565e-01,9.965136989493181829e-01,9.962725435040939992e-01,9.964104578228644149e-01,9.968650846588575920e-01,9.970166763910677243e-01,9.964149310595379339e-01,9.972058309011924138e-01,9.972071789167339384e-01,9.963969108160972699e-01,9.970235425301527954e-01,9.971912004941924090e-01,9.966013978139317553e-01,9.968302384472655930e-01,9.970223067460075583e-01,9.968708666562480225e-01,9.965935964905847655e-01,9.962698772761239274e-01,9.965201516720033625e-01,9.967471124344079447e-01,9.960910410622142441e-01,9.961071974596918954e-01,9.962018304553027503e-01,9.964043214911851853e-01,9.968495720598472554e-01,9.969521012313957709e-01,9.964819859811219205e-01,9.965543334098567740e-01,9.962684850987404417e-01,9.965165720070747746e-01,9.968253879771181714e-01,9.966075946337417113e-01,9.962645049739561331e-01,9.957083434104259112e-01,9.959985054073594579e-01,9.960021641920902002e-01,9.960091368569016224e-01,9.962068938471341228e-01,9.961417543584585310e-01,9.967262272759266351e-01,9.973208027191260427e-01,9.973557747626795589e-01,9.975462490728185250e-01,9.977103126231442465e-01,9.970135773476571650e-01,9.974040881238660505e-01,9.977120802102966701e-01,9.972737307498558135e-01,9.969342059057814120e-01,9.964295320958822533e-01,9.966952955495795852e-01,9.969070685295045031e-01,9.970288519483060385e-01,9.973656066489052785e-01,9.967062276181372082e-01,9.970902936392503912e-01,9.973676452927744407e-01,9.969218043957467357e-01,9.961309982293267140e-01,9.961735608367725536e-01,9.960348847881788092e-01,9.965273493374225966e-01
9.981739700997112053e-01,9.985781212572150123e-01,9.991321141025197861e-01,1.000000000000000000e+00,9.988622450532262942e-01,9.987574637844968128e-01,9.981855777334517343e-01,9.973629838432858108e-01,9.970553751813447940e-01,9.971491239188059463e-01,9.966664762435073488e-01,9.972846465293629947e-01,9.969633760786327237e-01,9.969478334526543639e-01,9.968933494090547187e-01,9.966889939814337351e-01,9.967671841513070508e-01,9.972064247277238058e-01,9.972781047345141703e-01,9.964980881826719372e-01,9.962444655878918143e-01,9.964469005935799872e-01,9.967576792945026520e-01,9.967688417602353912e-01,9.968838642895098134e-01,9.970953775989992440e-01,9.971755410560441124e-01,9.967838023997876995e-01,9.963401415486793367e-01,9.965664441034927101e-01,9.969401057642344188e-01,9.970316146985176431e-01,9.964744791265159884e-01,9.971411597483567091e-01,9.971442635633608331e-01,9.963423517725173983e-01,9.969247240155008072e-01,9.972231546371147504e-01,9.967206186517000299e-01,9.967535755403743591e-01,9.969786502115728366e-01,9.967095367992497845e-01,9.966688544497430691e-01,9.962407240591855118e-01,9.963466508580927083e-01,9.965731065802568844e-01,9.960899764425864555e-01,9.962417371961058699e-01,9.963440241562837585e-01,9.966538081501008506e-01,9.967246472255708589e-01,9.968418219663371938e-01,9.963895024548441448e-01,9.965956651026680602e-01,9.963729906327298824e-01,9.966140723562409987e-01,9.966284264758588085e-01,9.964830722406263774e-01,9.964313823923230951e-01,9.956766085450913240e-01,9.960929199746434426e-01,9.959558869164670813e-01,9.959428116946792420e-01,9.963180588108256908e-01,9.962689424166085717e-01,9.966445579575797797e-01,9.973244958643704416e-01,9.971265882621905829e-01,9.973891806696953966e-01,9.976276698211101746e-01,9.971688019403661674e-01,9.969623281579558238e-01,9.975246117739379192e-01,9.970316641596009832e-01,9.967414474233639021e-01,9.962587709204465680e-01,9.966630984359556855e-01,9.966467214637806382e-01,9.969936957187937043e-01,9.973382422907857148e-01,9.968805745276466679e-01,9.972074079599609897e-01,9.974503130233463022e-01,9.972805514358479284e-01,9.965887748567062721e-01,9.965375687888295975e-01,9.964941799153296254e-01,9.968263010887471465e-01
9.974477728429533840e-01,9.977673349616819065e-01,9.984120187453873196e-01,9.988622450532262942e-01,1.000000000000000000e+00,9.992411063603753307e-01,9.989546413378022072e-01,9.977322351788123767e-01,9.973641277994569343e-01,9.970121519347793226e-01,9.965447262830559039e-01,9.974247097857192879e-01,9.975402658279125534e-01,9.968192384300411657e-01,9.968552868775881759e-01,9.966126222396994860e-01,9.967389637399978186e-01,9.972039070809607386e-01,9.970339362317989229e-01,9.961436465139394958e-01,9.959594840856271780e-01,9.960876135833627298e-01,9.962783693926853257e-01,9.962878788528246599e-01,9.962977201462943633e-01,9.967025878688831053e-01,9.967599008059111476e-01,9.964145598691355188e-01,9.961513892093084577e-01,9.963541859102299503e-01,9.967156595547879139e-01,9.969789236174235736e-01,9.961795866551439449e-01,9.975025660360550273e-01,9.969515055867473885e-01,9.960982384877375972e-01,9.966645045253148538e-01,9.974478228707283067e-01,9.964389026664934867e-01,9.971600731743784918e-01,9.973457848255877778e-01,9.966331294143301323e-01,9.964801570965217126e-01,9.960052876036962211e-01,9.962495377744700065e-01,9.965840460777793952e-01,9.957218724265621823e-01,9.957897478411669168e-01,9.958372333937751675e-01,9.960777894390769882e-01,9.962353492604054672e-01,9.966804892064254906e-01,9.962306262324627237e-01,9.964068761820533693e-01,9.962406593944437283e-01,9.965051477512592015e-01,9.966910599718593611e-01,9.962907316225442234e-01,9.959185253777572688e-01,9.953527001523596596e-01,9.958044405429691270e-01,9.957632011608488209e-01,9.957595799243469381e-01,9.961747095090736082e-01,9.959766126343708725e-01,9.966129099706317884e-01,9.972144420767939943e-01,9.970336056274629044e-01,9.972574610870273970e-01,9.973316987140460332e-01,9.969596723189648735e-01,9.972046336619980744e-01,9.972795073779182617e-01,9.970128243586164896e-01,9.967402589965580484e-01,9.960704682373110463e-01,9.963375548441714136e-01,9.965983779630169792e-01,9.968659060632645286e-01,9.972025851264403329e-01,9.972568965940823427e-01,9.975410732872656006e-01,9.971992368065316636e-01,9.968274293811975051e-01,9.961184690826137000e-01,9.961522502846632543e-01,9.960249491740996719e-01,9.965337531816639283e-01
9.973139200554348438e-01,9.975759534681297724e-01,9.982427261539558172e-01,9.987574637844968128e-01,9.992411063603753307e-01,1.000000000000000000e+00,9.990543399442864958e-01,9.982528926270540781e-01,9.979387481474899513e-01,9.975908226080515417e-01,9.968321269132234264e-01,9.975949975491671395e-01,9.972579154029109771e-01,9.970538123600707348e-01,9.971276289151765893e-01,9.968667749424435787e-01,9.970942950418301143e-01,9.974946188265059188e-01,9.972887748832104382e-01,9.964003891630456300e-01,9.961972636469595965e-01,9.963540979705984846e-01,9.965585059713605309e-01,9.967264670031297236e-01,9.966937136774853823e-01,9.971505520902602671e-01,9.970987662320689449e-01,9.968114978911847279e-01,9.965056877932855217e-01,9.967218676860678528e-01,9.970514752227848110e-01,9.972030459712823980e-01,9.964572684911983114e-01,9.971220462011396446e-01,9.970881730175709112e-01,9.963405881219046245e-01,9.969952079726730476e-01,9.973241855069016060e-01,9.969221014795988101e-01,9.970620796929338114e-01,9.972682358489409760e-01,9.969173041920064149e-01,9.966701621420233081e-01,9.963799935187940271e-01,9.965340446765345028e-01,9.966739202487651106e-01,9.958626827288750150e-01,9.959021840319159935e-01,9.958704463648878624e-01,9.960709779428421617e-01,9.964032301197307540e-01,9.968850013959575929e-01,9.964701963678787022e-01,9.966419175779450690e-01,9.965054957012490222e-01,9.965911817425731067e-01,9.968561133054584245e-01,9.964547416270251867e-01,9.962430658895292668e-01,9.956205844473107192e-01,9.960094538310828582e-01,9.960492150874802331e-01,9.961174854002435852e-01,9.965413095153398126e-01,9.963731372476323234e-01,9.969126487892295829e-01,9.974603726126539671e-01,9.973535730589684345e-01,9.975454732745729913e-01,9.976807272095348234e-01,9.974010524850617232e-01,9.974434152848380419e-01,9.974313148724541778e-01,9.971489695049806645e-01,9.968576939314442997e-01,9.961324336050323414e-01,9.964463016166823506e-01,9.967275399952708614e-01,9.971060900835776453e-01,9.974316674851393394e-01,9.971366860277999233e-01,9.973334761418773953e-01,9.976129675536306030e-01,9.973031028097630868e-01,9.965909868989334397e-01,9.965361694819910854e-01,9.964685904478769451e-01,9.969414514635285274e-01
9.970912626618576580e-01,9.970484540634586557e-01,9.976631679464068592e-01,9.981855777334517343e-01,9.989546413378023182e-01,9.990543399442866068e-01,1.000000000000000000e+00,9.985973901587593682e-01,9.981472941237894414e-01,9.980435376619494203e-01,9.971848655614217183e-01,9.976730467625806176e-01,9.977359571382200532e-01,9.971268463816609362e-01,9.972526326020182408e-01,9.967656336555337226e-01,9.969388791203412925e-01,9.973895046624940974e-01,9.972571211270391256e-01,9.963943036910259954e-01,9.960602381440021302e-01,9.962760492092241904e-01,9.965159002700378910e-01,9.966291894762705494e-01,9.966412019610119133e-01,9.970493576641240585e-01,9.971579185244922039e-01,9.969537984409672093e-01,9.965821991657310974e-01,9.967780211271872748e-01,9.971951928384161778e-01,9.973116588670762894e-01,9.963348944044381206e-01,9.974582388471923133e-01,9.969019456242311783e-01,9.962154362353841108e-01,9.969235269421151679e-01,9.977036650200603596e-01,9.968703434116962248e-01,9.976940002720409151e-01,9.978140422340687765e-01,9.968363174684882200e-01,9.966396048134424923e-01,9.962736161607728125e-01,9.964381658273244735e-01,9.964671046396602616e-01,9.956182064840448653e-01,9.958151678833004894e-01,9.958783302876579313e-01,9.960702767560943860e-01,9.963468308046803390e-01,9.969553855822276267e-01,9.964040723745644090e-01,9.965564577602534779e-01,9.964686099349659987e-01,9.965894003518185329e-01,9.969252992654140666e-01,9.964023061880519228e-01,9.962213850135560600e-01,9.956394554423989574e-01,9.959365100692725292e-01,9.962439726340414081e-01,9.962336652922898494e-01,9.966984492129473683e-01,9.964482264916667553e-01,9.970025429099426129e-01,9.975130581303132127e-01,9.972131164276234472e-01,9.975675638512582211e-01,9.974715488243452999e-01,9.973190578473705159e-01,9.971398209324238149e-01,9.971354808115843182e-01,9.970809368776429871e-01,9.967667757496933012e-01,9.961437888129416329e-01,9.965603993568908914e-01,9.966794964362670761e-01,9.970559458352191706e-01,9.972390496765273227e-01,9.974874211969333437e-01,9.974608751276944352e-01,9.974508735885212474e-01,9.971116668348732892e-01,9.965235628794014699e-01,9.964955824752402824e-01,9.962278556071164637e-01,9.967014399853152407e-01
9.967825013887121610e-01,9.966908452784114525e-01,9.969170051791346188e-01,9.973629838432858108e-01,9.977322351788124877e-01,9.982528926270539671e-01,9.985973901587592572e-01,1.000000000000000000e+00,9.990469533075413411e-01,9.987334319613557776e-01,9.978305200855313029e-01,9.975718687352234104e-01,9.968638148269226562e-01,9.972813815413061889e-01,9.974063735009661702e-01,9.975577781167042080e-01,9.975918429880535898e-01,9.978647651624651393e-01,9.974516205232026866e-01,9.967311676007750698e-01,9.966041714431423948e-01,9.966789292186143401e-01,9.969873211826518755e-01,9.970003761697654454e-01,9.973109125869061842e-01,9.971362413227516930e-01,9.972986383548971823e-01,9.973107557313050098e-01,9.972056531799485812e-01,9.974473651037973898e-01,9.974420834586286144e-01,9.976327564174519713e-01,9.975860547982446924e-01,9.968597858683094781e-01,9.973541163472499083e-01,9.969648715127562566e-01,9.968709052960273986e-01,9.969768936031164763e-01,9.972138042164199190e-01,9.968334712769693073e-01,9.971072834889993519e-01,9.970367615671359429e-01,9.964910243773670295e-01,9.968654480310757959e-01,9.969390154047950148e-01,9.964672791507463989e-01,9.963880849217614522e-01,9.966624373137615844e-01,9.965114371128094284e-01,9.967338945486505786e-01,9.969361737259815337e-01,9.972081096295386526e-01,9.967110683154342121e-01,9.968945264881303725e-01,9.967182579154157951e-01,9.973085819991823753e-01,9.972852307338254674e-01,9.969937636958056126e-01,9.967435174781741347e-01,9.968827929133450283e-01,9.971608602824627576e-01,9.972644677184018258e-01,9.971796327789963499e-01,9.974543500666189777e-01,9.972699331960257485e-01,9.972348046018890688e-01,9.972314887484744483e-01,9.970281636780250478e-01,9.973596864072028501e-01,9.970946007333604255e-01,9.971376543377615809e-01,9.974091923642806057e-01,9.974568154632109662e-01,9.974436079369702890e-01,9.971948797544267773e-01,9.966288245413964519e-01,9.971403590990347565e-01,9.970403918753129036e-01,9.967049659999321909e-01,9.969827981910570625e-01,9.964329927594135494e-01,9.966023398145166245e-01,9.970924078365460685e-01,9.969228823040615639e-01,9.970718019094666484e-01,9.973530918913730003e-01,9.969156219021354515e-01,9.967776272287779404e-01
9.971902540700576800e-01,9.971296877237831868e-01,9.971042277862712799e-01,9.970553751813447940e-01,9.973641277994569343e-01,9.979387481474900623e-01,9.981472941237894414e-01,9.990469533075414521e-01,1.000000000000000000e+00,9.991761657482133296e-01,9.983803769147509000e-01,9.980199500945815538e-01,9.972813087627221407e-01,9.974426921738557272e-01,9.975249843778005721e-01,9.974331018174661390e-01,9.972615638757708068e-01,9.975141113784692370e-01,9.975382478446281898e-01,9.972660309606999895e-01,9.970399764974733348e-01,9.971462317501499362e-01,9.975104563026596649e-01,9.974903985631553560e-01,9.973623035577798834e-01,9.976414194675983227e-01,9.971779036945024322e-01,9.973778247931185392e-01,9.973425037048746500e-01,9.971933239586815434e-01,9.977559906783778354e-01,9.980125321052687459e-01,9.975304158823958822e-01,9.970890923206010559e-01,9.977012324074112648e-01,9.975825158966323825e-01,9.974973537079122599e-01,9.972635098145350430e-01,9.976735375324313759e-01,9.969628092187206025e-01,9.972019996798909824e-01,9.971500545717797426e-01,9.970295649050928688e-01,9.971808429788557859e-01,9.971300462729398850e-01,9.971036727731865668e-01,9.970075949503093282e-01,9.971815271444698370e-01,9.970070753876904002e-01,9.972129660837999454e-01,9.975424051209046405e-01,9.974240401439136150e-01,9.970122417413052052e-01,9.972090564484250574e-01,9.972366412488553600e-01,9.974083034643085321e-01,9.978094786851222642e-01,9.973321897636326927e-01,9.967588517845680229e-01,9.969209857002874209e-01,9.971376905118473077e-01,9.970781422731347376e-01,9.970597922064040608e-01,9.973027253341895104e-01,9.970308274755117495e-01,9.973799555238312964e-01,9.973632866147059683e-01,9.971292928227823982e-01,9.975335053828148224e-01,9.973663760162684300e-01,9.973326126024498750e-01,9.975907152745961959e-01,9.977346704873900629e-01,9.979007394994415803e-01,9.976899540268475697e-01,9.972670533861989206e-01,9.977768599386762638e-01,9.977287126210214740e-01,9.973394769698676887e-01,9.973081204665227295e-01,9.966047949938827699e-01,9.967462932528667885e-01,9.973690852180823185e-01,9.971134320880677970e-01,9.972136193703375895e-01,9.974797164207692690e-01,9.973500590344797079e-01,9.973475657985713116e-01
9.968524491824826139e-01,9.969518550446992977e-01,9.972479712098784033e-01,9.971491239188059463e-01,9.970121519347794337e-01,9.975908226080516528e-01,9.980435376619495313e-01,9.987334319613557776e-01,9.991761657482133296e-01,1.000000000000000000e+00,9.989934628793011306e-01,9.983447292180360755e-01,9.974940701572718726e-01,9.975908836908210509e-01,9.974369103898280686e-01,9.970614118060938669e-01,9.969867642174212730e-01,9.973375079540383048e-01,9.975390067365943469e-01,9.969275146031233437e-01,9.967097057877704058e-01,9.968873387745440517e-01,9.973805493843526104e-01,9.973458467390252657e-01,9.972187127955155495e-01,9.975559939868214876e-01,9.971807310355665921e-01,9.970974451424704510e-01,9.970747951456443436e-01,9.973173905914752835e-01,9.978328069486840368e-01,9.979873342669126624e-01,9.974655965860985685e-01,9.969297592703586508e-01,9.974756203325130244e-01,9.971259620469217211e-01,9.970671637578191193e-01,9.971046073408340593e-01,9.973339375306470300e-01,9.971110272821918086e-01,9.971096539923801627e-01,9.966924880801053543e-01,9.965722429956150874e-01,9.967221224859152962e-01,9.967780671712306306e-01,9.965560500261818611e-01,9.964989582418047886e-01,9.967675556196121667e-01,9.965330341094599254e-01,9.968131571904601529e-01,9.976008401527546310e-01,9.976141524542450068e-01,9.970533372322188947e-01,9.971083623854452016e-01,9.969526565715062238e-01,9.968825529884776104e-01,9.973660024119741507e-01,9.970107447832077252e-01,9.969224341488933661e-01,9.964087983602717413e-01,9.966984380463068671e-01,9.970645918584740697e-01,9.972033722914456222e-01,9.973149923961399654e-01,9.972509241902318688e-01,9.975149059818072539e-01,9.974344456041231988e-01,9.970606705685775006e-01,9.976175045383168793e-01,9.969955020400310675e-01,9.970237687495357992e-01,9.975286718525734342e-01,9.976409033665746273e-01,9.976574416669975465e-01,9.974427954181394052e-01,9.968650552893842942e-01,9.975401660562671635e-01,9.974842081699051288e-01,9.970551747221888528e-01,9.971577545139916898e-01,9.965901085219829314e-01,9.966136781521480748e-01,9.971683005104385877e-01,9.969959710514453288e-01,9.972703680061890674e-01,9.975606330596854532e-01,9.971609776245162760e-01,9.970874768399600185e-01
