FC_L1,param_correlation
0.053589483848557114,0.9978529160898147
0.04990772112660308,0.9924424683803874
0.02093987244362122,0.999739759356647
0.01584304202171194,0.9949838444993113
0.03393812234986787,0.9945816320471923
0.013254869373484524,0.9970615441769785
0.03376776154850908,0.9934462072099982
0.00382529897453654,0.990895702224637
0.02509273957445962,0.9510524387823763
0.05653052115455426,0.9949890162016638
0.0036936794227590553,0.9954369997715005
0.01064140645518724,0.9953062925706772
0.01703009940224226,0.9968481389618808
0.050830395135882445,0.9976373379445941
0.02474604216738102,0.9925608521756243
0.007367902943026472,0.995623770454742
0.06467562080958861,0.9969822473468226
0.011655698342246112,0.9942127979067725
0.033964757411881374,0.9927972464746333
0.06663703043114455,0.9985596476908192
0.05706245113605229,0.9988785854255523
0.024457696227035808,0.9969681494296257
0.005738018157276148,0.9952066824288266
0.015656586543172313,0.9965475065302768
0.0892796328042187,0.9982497498785395
0.007337223388693358,0.9949707907870805
0.05997375958836071,0.9988424732949027
0.07850876098421011,0.9961238103097924
0.020784009067439106,0.998068151960803
0.04834893737148649,0.9905202828312655
0.04793830338236344,0.9930370180329144
0.07440929198522249,0.9943780537906912
0.015231934015906057,0.9928064171256712
0.015904327200993884,0.9895236447466713
0.013319642565178647,0.9916938571200585
0.03261608056130072,0.9903605390981524
0.017393529615112813,0.9924125253835472
0.0798891009250915,0.9923989116206823
0.03264674891634861,0.9890290489866808
0.02218373537490237,0.7990292505922801
0.07725573309454697,0.8042737835924619
0.00743850602067203,0.808808272563822
0.041075892092220345,0.8024266827173185
0.04158952285804196,0.7928705285541322
0.010022814091907306,0.8112242342325374
0.044145455933592974,0.7888780713039311
0.009164578763276978,0.8150322804213995
0.017845044450672032,0.8145511502454218
0.058061388124844175,0.8068324649170867
0.02238865435867149,0.9864139175878383
0.02553455303305152,0.9637768910203964
0.06104485353848854,0.9753007632314095
0.009873991849955688,0.9811224197449656
0.06769967879535832,0.974218875896584
0.007830941573241433,0.9833500533330096
0.044464196094651354,0.9770058855811175
0.023353117396976097,0.9809133195471464
0.005797446945504436,0.9827731519939462
0.0033766290433943635,0.9847238576147394
0.00801118790331462,0.9680260047873872
0.01624868115508521,0.956937343668813
0.040083629748325245,0.9693704929715504
0.036815915621390305,0.9567359114947
0.004696618068559366,0.973964307612028
0.05241079844247581,0.9692732935830226
0.022953267601307337,0.9647545289197392
0.030134268340176795,0.9667521814824978
0.00124471393326947,0.9621362334515268
0.01804861178733974,0.9606770781052768
0.010915086317224263,0.9959503884344033
0.0232163176400092,0.9957862466674338
0.01577889573566499,0.9967537376829492
0.04248028126805564,0.9961952240277565
0.026317390070287272,0.9970293507873336
0.037303254930692864,0.9975903374288929
0.009127908009388064,0.9952497350469192
0.019564229556713275,0.9951632396375341
0.027607176044083803,0.9951749989066997
0.02286139330784437,0.9970610479638262
0.04299021305573786,0.9065904746545485
0.02213100628881287,0.908290612223312
0.021166516235168076,0.9110875552459603
0.08005671140481002,0.9238085242272616
0.00486987905076236,0.9102608634595549
0.04965187212722666,0.9025697999371024
0.01717668993270094,0.9063327288852526
0.006804352782390444,0.9017389327682563
0.028896728052308477,0.9278506942697868
0.002298591115202475,0.9273837804020884
0.03650154445034876,0.9852978922743993
0.0063189113454544255,0.9819367258839562
0.04118325363152775,0.9850686587269257
0.026572456770500907,0.9876781905974773
0.05230483456637874,0.9797543111029688
0.006766352030009248,0.9876562447882243
0.024196759035941266,0.9956626092084819
0.04919409073802511,0.9746227491181529
0.036407061500233366,0.9860099919279535
0.01707354311792486,0.988084929968612
0.05197796899556817,0.99617304553836
0.05408499363744729,0.9944384800551224
0.07227759410514793,0.9951307457511828
0.02965748596909817,0.9953419914180824
0.010198703455852996,0.9966687768888349
0.007967478028347963,0.9956206542604421
0.010054729718485311,0.9952420551440231
0.08381620608420048,0.9971259425089662
0.013207844941804991,0.9962458274056729
0.05629759743073132,0.9963099418620424
0.05164687628718656,0.9735524860302089
0.023626184995761194,0.9939223251896515
0.018797362943123615,0.9777970600552157
0.05762767519639128,0.9935689233670605
0.013897706287350375,0.9964285316375944
0.01058256578393002,0.9912056601732072
0.07503307945516124,0.9831108415901952
0.022635966364545845,0.9908809939283098
0.03039290346862972,0.9920251144078727
0.03217794556134307,0.9955793293357292
0.018174888909449183,0.9634271075265811
0.006390783396201194,0.9693725994257816
0.01018542191525712,0.9541170181214224
0.005070011419495923,0.9637424403574946
0.01781459989189682,0.9467169162027937
0.04255952322450551,0.9693024134769342
