FCD_KS,param_correlation
0.1413621010789506,0.9978529160898147
0.11264289249090732,0.9924424683803874
0.11808809374714728,0.999739759356647
0.14934124275507968,0.9949838444993113
0.21878985206669407,0.9945816320471923
0.20724205360960787,0.9970615441769785
0.10920190966411115,0.9934462072099982
0.21560344841392493,0.990895702224637
0.2733732541323472,0.9510524387823763
0.08815588650278744,0.9949890162016638
0.14495068089038649,0.9954369997715005
0.0994151533544842,0.9953062925706772
0.1353999260093241,0.9968481389618808
0.12817094088273115,0.9976373379445941
0.11141951592160831,0.9925608521756243
0.16053971553628027,0.995623770454742
0.3467668797235119,0.9969822473468226
0.1264628773404356,0.9942127979067725
0.15405999010254595,0.9927972464746333
0.11712288377858528,0.9985596476908192
0.1547010504433835,0.9988785854255523
0.09802489738197928,0.9969681494296257
0.17070974995315527,0.9952066824288266
0.12266878922747008,0.9965475065302768
0.1074600218128356,0.9982497498785395
0.14228439004937515,0.9949707907870805
0.2253622099829757,0.9988424732949027
0.14872016950591208,0.9961238103097924
0.28830149759049845,0.998068151960803
0.12775781026036068,0.9905202828312655
0.10092206475625516,0.9930370180329144
0.19666081040609992,0.9943780537906912
0.18063949084165193,0.9928064171256712
0.2815240157398347,0.9895236447466713
0.20718548757773428,0.9916938571200585
0.23252329024684376,0.9903605390981524
0.12162933233824948,0.9924125253835472
0.1526905540171972,0.9923989116206823
0.14811652090076438,0.9890290489866808
0.34042033750638606,0.7990292505922801
0.11067429208379846,0.8042737835924619
0.0852132997439154,0.808808272563822
0.12254175588522156,0.8024266827173185
0.11209414432666084,0.7928705285541322
0.09776224649785474,0.8112242342325374
0.23549399986867453,0.7888780713039311
0.15490303537939437,0.8150322804213995
0.1148356430061995,0.8145511502454218
0.09559614543812248,0.8068324649170867
0.13274177093960152,0.9864139175878383
0.07884593763963336,0.9637768910203964
0.07891358625759326,0.9753007632314095
0.219798111155776,0.9811224197449656
0.1718696418819256,0.974218875896584
0.2152848721098393,0.9833500533330096
0.34758936135796914,0.9770058855811175
0.09311620860245706,0.9809133195471464
0.12440478344915062,0.9827731519939462
0.23283815100183697,0.9847238576147394
0.12799560540228025,0.9680260047873872
0.15100651342162036,0.956937343668813
0.11695766996635185,0.9693704929715504
0.10572710252833505,0.9567359114947
0.2239518387964184,0.973964307612028
0.20456224585724284,0.9692732935830226
0.101291185340237,0.9647545289197392
0.11354923022471064,0.9667521814824978
0.17396040698074802,0.9621362334515268
0.0949923046494011,0.9606770781052768
0.15012656889861195,0.9959503884344033
0.2131394628148808,0.9957862466674338
0.26225927806240523,0.9967537376829492
0.2269247905599428,0.9961952240277565
0.060674468252074384,0.9970293507873336
0.23239523192553527,0.9975903374288929
0.17956909239705768,0.9952497350469192
0.12065246323288006,0.9951632396375341
0.19635978686841668,0.9951749989066997
0.1886170950491909,0.9970610479638262
0.10738410930120448,0.9065904746545485
0.14603491655229073,0.908290612223312
0.16768112901443455,0.9110875552459603
0.30836642360783023,0.9238085242272616
0.19526453268161748,0.9102608634595549
0.1684318621146919,0.9025697999371024
0.10696111325538152,0.9063327288852526
0.12066694106210252,0.9017389327682563
0.1013603073655956,0.9278506942697868
0.07941601818056608,0.9273837804020884
0.19949801650536592,0.9852978922743993
0.2194051598086492,0.9819367258839562
0.0954651403020165,0.9850686587269257
0.13270122020554034,0.9876781905974773
0.1038355677342998,0.9797543111029688
0.08725640331644788,0.9876562447882243
0.07129139353910854,0.9956626092084819
0.11825292319223324,0.9746227491181529
0.2304205457052577,0.9860099919279535
0.12053606404837902,0.988084929968612
0.18567373955602387,0.99617304553836
0.1805070122981472,0.9944384800551224
0.1207693108457198,0.9951307457511828
0.1852875786951696,0.9953419914180824
0.22015704601034908,0.9966687768888349
0.18935206909640087,0.9956206542604421
0.0937564361478084,0.9952420551440231
0.14380584334155988,0.9971259425089662
0.07297761221518793,0.9962458274056729
0.13968991180375495,0.9963099418620424
0.1127593557365996,0.9735524860302089
0.09756019750065265,0.9939223251896515
0.08722719141323795,0.9777970600552157
0.1450599692826588,0.9935689233670605
0.08612815761615494,0.9964285316375944
0.1362184999111151,0.9831108415901952
0.1733568224367916,0.9908809939283098
0.13540684461797908,0.9920251144078727
0.1400146379822006,0.9955793293357292
0.17309308251241587,0.9634271075265811
0.05260474405151801,0.9693725994257816
0.11865830241046246,0.9541170181214224
0.08688683430412732,0.9637424403574946
0.19428894480007303,0.9467169162027937
0.15385601926960632,0.9693024134769342
0.15756503412059197,0.9723923084063731
0.10273762297746807,0.922982527035821
0.11463352994780612,0.9720763681008643
0.10031931300778502,0.9633269544432901
0.10774810498988632,0.9970196628908442
0.07669489095984486,0.9969480345260926
0.18664913525399465,0.9974012956731725
0.09698569673752368,0.996989255200315
0.17306214095704217,0.9973023936081189
0.19942998352025856,0.9969429412651964
0.09194888557550171,0.9972502669528607
0.2106706726264928,0.9965231299352042
0.11330784765608108,0.9969658823302388
0.1106935104411734,0.9970537435645748
0.13950887487728275,0.9835803842250601
0.12277923072118484,0.9969161566768947
0.17017612023004375,0.9909459469561368
0.10594247625331717,0.987245029148308
0.31373545610767406,0.9907286306885416
0.10450897897671856,0.9841473352913822
0.1306631774671166,0.9951076741167229
0.17650530186434082,0.9304979752515566
0.12981359794876068,0.9983520057880841
0.09291845170506867,0.9967443387658109
0.120799611789181,0.996272855769794
0.11578221116810776,0.995727581945091
0.20268807164603628,0.9971907273010371
0.1029460780937952,0.9935548227307917
0.08564763462058958,0.998280340297206
0.24639542090604943,0.9983214495991166
0.09582420327897209,0.9980686715345632
0.10036716671764873,0.997984869524123
