8.8451,0,4.0303,1.3493,0,2.9527,7.855,5.5102,2.7355,3.7676,1.6467,1.2539,0,8.6471,0.71138,0,6.0045,0,2.9063,0.92543,3.4639,0.93104,5.2503,3.6248,0,3.5386,2.8138,4.9343,8.3381,7.7038,0,1.3201,3.1307,4.2054,0,0,0,0,0,0,0,0,1.8611,0,0,0,0,0,0,0,0,0,0,0,0,1.0489,0,2.3488,0,0,0,1.5166,0,0,0,0,0,0
0,7.5726,3.9461,0,0,0,1.4867,0,6.6084,0,4.636,0.77434,6.4234,1.3281,2.817,4.5437,5.0458,2.7418,4.2093,0,2.1032,7.3783,3.3686,7.0969,7.621,5.8946,9.2408,3.0834,1.4404,1.2945,4.0226,1.1723,0,4.6149,0,5.4691,4.3534,0,0,0,0,0,1.4747,0,2.796,0,5.0846,0,0,2.5218,3.8582,1.3139,3.1677,0,0.47954,3.165,2.8635,1.8354,4.0745,5.5205,7.2196,0.37835,0,0.52887,2.8559,0,0,2.0682
4.0303,3.9461,10.328,0,0,3.5513,7.8174,6.4538,2.2877,4.0245,2.7788,0,0,6.5457,0,3.1838,8.8447,3.4721,6.1179,0,7.3455,3.4487,9.6779,4.4241,0.76377,9.6065,9.8309,6.9058,4.0209,6.7081,0.35062,0,2.0813,5.8646,0,4.7834,7.2292,0,0,0,0,0,1.1622,0,0,0,0,0,0,3.3998,5.7163,0,3.0773,0,1.178,3.7389,6.0039,0.94151,0.94073,5.8442,8.0674,0,0,0,0,0,0,2.5559
1.3493,0,0,10.036,3.6041,5.3958,4.7586,4.3315,7.1274,8.7136,0,8.3286,1.4101,3.656,5.7169,0,0,0,0,9.9153,0,0.89182,0,8.0543,0,0,0,9.3363,4.3702,1.0135,0,0.73432,1.1537,3.8025,0,0,0,2.9754,0,1.6636,2.7182,0,5.2911,2.5409,0,4.5584,0,0,1.6756,0,0,0,0,4.2191,0,0,0,6.4211,0,0,0,3.7266,0,0,0,0,0,0
0,0,0,3.6041,6.5629,6.2047,2.1876,3.0246,4.4876,3.2327,1.6604,4.8236,1.4112,0.86056,6.3666,0,0,0,0,3.3928,0,1.685,0,5.0723,0,0,0,3.8196,0.88524,0.33984,0,5.213,0,5.2535,0,0,0,0,0,0,0,0,0.85474,0,0,0.89155,0,0,0,0,0,0,0,0,0,0,0,0.95619,0,0,0,0,0,0,0,0,0,0
2.9527,0,3.5513,5.3958,6.2047,10.13,7.9264,8.9276,5.7312,9.6368,3.5199,8.9858,3.1659,6.537,7.1806,0,2.0367,1.345,0,6.118,3.2097,0.98703,3.8214,5.6948,0,1.8368,1.1159,7.37,5.7604,4.2321,0,5.8492,1.9065,5.5246,0,0,0,0,0,0,0,0,4.1959,0,0,3.271,0,0,0,0,0,0,0,2.8522,0,0.73139,0,4.8967,0,0,0,3.0463,0,0,0,0,0,0
7.855,1.4867,7.8174,4.7586,2.1876,7.9264,10.954,8.6219,5.6722,9.5456,1.4647,5.2341,2.5773,9.3427,4.4357,2.0196,5.6792,0,2.0451,4.0663,6.8693,2.5328,7.5542,6.9493,0,5.2693,5.7491,10.493,7.9396,9.1919,0,2.3964,5.0838,6.5447,0,0,0,0,0,0,3.6251,0,5.0101,0,0,3.2153,0,0,0,1.6641,0,0,0,3.1973,0,2.4986,0,6.5024,0,0,0,4.5469,0,2.0188,0,0,0,0
5.5102,0,6.4538,4.3315,3.0246,8.9276,8.6219,9.9929,5.3196,8.5106,4.1424,7.1168,3.2013,9.2061,4.5127,0,6.2219,2.5072,2.0481,5.6188,5.2273,1.8726,6.8046,5.8658,0.73561,4.2623,3.3112,7.0678,6.3059,6.9959,1.0033,6.031,2.6561,5.5127,0,0,0,0,0,0,0,0,4.3933,0,0,2.5205,0,0,0,0,0,0,0,0,0,1.6973,0,4.4806,0,0,0,3.1388,0,0,0,0,0,0
2.7355,6.6084,2.2877,7.1274,4.4876,5.7312,5.6722,5.3196,8.4319,7.189,2.8215,7.1849,4.7966,4.9084,6.4895,2.7591,2.9591,0,0.99632,6.8172,2.4251,7.7859,3.0188,9.4284,6.5058,3.1248,7.5794,7.7446,5.5558,4.8385,1.5493,2.4797,3.318,4.698,1.3344,2.298,0.94923,4.7413,0.58853,3.0752,4.4131,3.048,5.7937,5.2769,0,4.2822,1.2249,2.9349,1.8719,3.6096,0,0,0,4.9316,2.6664,4.2085,2.0771,6.761,1.6177,0,2.7267,6.3557,3.6304,3.6582,0,0,1.6987,2.6183
3.7676,0,4.0245,8.7136,3.2327,9.6368,9.5456,8.5106,7.189,11.659,1.8257,9.0463,2.8511,7.7891,5.3384,0,1.7818,0,0,9.0386,2.8674,0.89106,3.5819,6.3223,0,0,1.5836,9.3482,7.2148,3.3705,0,2.9248,2.5101,6.7552,0,0,0,0,0,0,0,0,6.1775,0,0,4.9004,0,0,1.5233,0,0,0,0,4.0219,0,0,0,6.9,0,0,0,3.2989,0,0,0,0,0,0
1.6467,4.636,2.7788,0,1.6604,3.5199,1.4647,4.1424,2.8215,1.8257,9.6521,3.3215,7.3166,5.5343,1.4744,0.60124,5.8499,8.6257,7.5005,0.82538,3.069,4.1511,4.1565,0.86432,5.2323,8.0421,6.2406,0.96927,6.158,2.5027,5.6981,5.4535,1.0151,8.2452,0,3.6417,0.24487,0,0,0,0,0,0,0,4.47,0,6.2418,0,0,0,0,2.4437,1.0551,0,0,1.2236,0,0,4.4288,4.8237,5.4726,0,0.99562,0,4.6835,0,0,2.4137
1.2539,0.77434,0,8.3286,4.8236,8.9858,5.2341,7.1168,7.1849,9.0463,3.3215,10.697,3.3132,6.405,6.9695,0,0,0,0,9.3166,0,1.414,0,7.1864,0,0,0.76128,7.5826,6.0011,1.0151,0,4.375,0.39358,6.1649,0,0,0,3.8904,0,2.6116,2.4666,1.5276,4.7173,3.8395,0,4.6761,0,0,1.8472,0,0,0,0,4.7716,0,0,0,5.6244,0,0,0,4.3274,0,0,0,0,0,0
0,6.4234,0,1.4101,1.4112,3.1659,2.5773,3.2013,4.7966,2.8511,7.3166,3.3132,8.5325,3.7087,1.4776,0.54201,0.81761,3.1465,1.7163,2.4089,0,5.903,1.0676,3.0739,7.9513,4.9123,7.9021,2.9891,4.1571,1.2747,6.5714,4.5359,0,6.1173,0,4.8929,0,0,0,0,0,0,1.3081,0,5.3809,0,7.6296,0.69708,0,0,0,3.027,1.3805,0,0,2.4322,0,0,6.0457,5.4676,6.6878,0,1.7429,0,5.8016,1.2487,0,3.1675
8.6471,1.3281,6.5457,3.656,0.86056,6.537,9.3427,9.2061,4.9084,7.7891,5.5343,6.405,3.7087,10.043,3.1628,0,7.1571,3.7313,3.5652,5.101,5.3849,2.2524,7.1654,5.499,1.1936,5.2258,3.7787,6.916,8.8114,8.2693,1.6185,5.4241,3.4201,6.3085,0,0,0,0,0,0,0,0,3.749,0,0,0,0,0,0,0,0,0,0,0,0,1.5259,0,3.3461,0,0,0,0,0,0,0,0,0,0
0.71138,2.817,0,5.7169,6.3666,7.1806,4.4357,4.5127,6.4895,5.3384,1.4744,6.9695,1.4776,3.1628,7.1626,0,0,0,0,5.326,1.641,3.7437,0,7.1521,1.5014,0,3.1923,6.1517,3.4652,2.2187,0,3.7803,1.2517,3.1329,0,0,0,1.6678,0,0,0.99698,0,2.9762,1.7005,0,1.9877,0,0,0,1.1218,0,0,0,2.4339,0,1.5943,0,3.7151,0,0,0,2.4424,0,0,0,0,0,0
0,4.5437,3.1838,0,0,0,2.0196,0,2.7591,0,0.60124,0,0.54201,0,0,9.381,4.1716,0,1.6797,0,8.0957,8.1036,8.6507,7.6029,2.0987,3.1182,8.6404,6.9175,1.5081,3.7588,0,0,0.69827,3.5268,0,2.9099,3.3612,0,0,0,0.77333,0,2.3244,0,0,0,0,0,0,8.1443,0.86649,0,0,0,5.9021,6.653,7.6712,5.5537,0,0,6.6673,4.2,1.6277,4.174,0,0,1.0442,1.6403
6.0045,5.0458,8.8447,0,0,2.0367,5.6792,6.2219,2.9591,1.7818,5.8499,0,0.81761,7.1571,0,4.1716,9.5688,5.9993,8.9376,0,6.7796,4.4296,9.0091,4.0861,1.31,8.93,9.0466,5.4329,7.2103,7.8035,1.1278,0,4.3802,8.3019,0,4.6854,5.9021,0,0,0,0,0,1.0949,0,0,0,0,0,0,1.6202,4.56,0,3.141,0,0,3.2117,3.4114,0,1.0707,5.7171,7.2729,0,0,0,0,0,0,1.4912
0,2.7418,3.4721,0,0,1.345,0,2.5072,0,0,8.6257,0,3.1465,3.7313,0,0,5.9993,8.2259,8.2579,0,1.934,1.4219,3.5824,0,2.8243,8.2694,6.0574,0,4.3256,1.8989,3.8495,2.966,0,6.4767,0,1.9416,0,0,0,0,0,0,0,0,2.0517,0,3.8816,0,0,0,0,2.0782,1.5136,0,0,0,0,0,2.464,4.7969,5.049,0,0,0,3.3905,0,0,0
2.9063,4.2093,6.1179,0,0,0,2.0451,2.0481,0.99632,0,7.5005,0,1.7163,3.5652,0,1.6797,8.9376,8.2579,9.4818,0,4.8821,2.5225,6.0808,0.72682,2.6336,9.1099,7.6991,2.4376,5.0939,5.1165,2.4398,1.7657,2.5574,7.6141,0,3.6304,3.3889,0,0,0,0,0,0,0,0.87649,0,1.8025,0,0,0,2.765,1.8088,3.2145,0,0,0.95507,0,0,2.352,5.8263,6.194,0,0,0,2.0419,0,0,0.23334
0.92543,0,0,9.9153,3.3928,6.118,4.0663,5.6188,6.8172,9.0386,0.82538,9.3166,2.4089,5.101,5.326,0,0,0,0,9.1903,0,0,0,6.5026,0,0,0,8.3062,5.0634,0,0,1.7929,0.54533,4.9349,0,0,0,3.2857,0,2.4715,3.1822,0,5.3073,3.4047,0,4.8906,0,0,1.8946,0,0,0,0,4.4595,0,0,0,6.6814,0,0,0,4.2146,0,0,0,0,0,0
3.4639,2.1032,7.3455,0,0,3.2097,6.8693,5.2273,2.4251,2.8674,3.069,0,0,5.3849,1.641,8.0957,6.7796,1.934,4.8821,0,10.756,5.0022,10.509,5.4592,0,5.1436,7.0509,9.1021,5.6231,9.5102,0,0,4.4956,8.1948,0,1.0624,1.3678,0,0,0,1.2576,0,2.5185,0,0,0,0,0,0,6.5938,0,0,0,0,5.3975,5.2136,4.978,5.3981,0,0,3.6994,4.2674,2.5752,4.6032,0,0,1.809,1.8385
