1,0.17743,0.38021,0.29354,0.062281,0.35562,0.42939,0.35393,0.20607,0.31995,0.2266,0.31496,0.16542,0.53186,0.13999,0.33002,0.48086,0.29353,0.48928,0.23727,0.42123,0.22154,0.41472,0.29798,0.080575,0.2877,0.44844,0.29259,0.59102,0.39969,0.17925,0.15282,0.29738,0.2912,0.53011,0.1344,0.23255,0.28684,0.065782,0.34178,0.31195,0.30775,0.16865,0.33053,0.17543,0.31072,0.1272,0.41194,0.14415,0.31689,0.21811,0.21896,0.30198,0.22208,0.41268,0.14517,0.38175,0.26018,0.046947,0.16928,0.32884,0.29486,0.51326,0.30049,0.12332,0.13616,0.26123,0.27733
0.17743,1,0.11486,0.30703,0.050303,0.22629,0.14444,0.19378,0.14095,0.24998,0.20524,0.30583,0.024968,0.10733,0.10693,0.27603,0.30001,0.025864,0.21196,0.31455,0.31211,0.35152,0.39432,0.25465,0.15868,0.33381,0.33258,0.35372,0.27925,0.39946,-0.001485,0.021765,0.29138,0.40704,0.23909,0.38399,0.16623,0.3011,0.047082,0.22207,0.18072,0.20468,0.15174,0.24903,0.18565,0.30532,0.024141,0.11541,0.11366,0.30061,0.33472,-0.0025876,0.28997,0.30586,0.291,0.32633,0.37262,0.26374,0.13236,0.2912,0.3516,0.34682,0.27462,0.41857,-0.021957,0.020195,0.27989,0.41004
0.38021,0.11486,1,0.16966,0.084655,0.28714,0.74525,0.43593,0.34742,0.26171,0.32025,0.24982,0.23417,0.604,0.21812,0.20596,0.44125,0.47215,0.43052,0.25838,0.26905,0.28586,0.29554,0.48258,0.14553,0.61251,0.62671,0.26864,0.31724,0.40943,0.21352,0.11406,0.23296,0.19256,0.24765,0.090157,0.53595,0.1742,0.074305,0.2637,0.54409,0.31177,0.28166,0.25497,0.24304,0.234,0.18943,0.45792,0.18657,0.18981,0.17107,0.37283,0.22406,0.25341,0.26904,0.18643,0.21866,0.39119,0.09069,0.37734,0.42483,0.2205,0.27548,0.21501,0.18497,0.093726,0.2224,0.16818
0.29354,0.30703,0.16966,1,0.057959,0.47278,0.29164,0.27046,0.23197,0.51035,0.16235,0.7567,0.070792,0.1845,0.1885,0.40155,0.26143,0.042071,0.1905,0.70685,0.47098,0.3141,0.48119,0.41473,0.097136,0.29464,0.29419,0.62193,0.39714,0.38652,0.044576,0.04771,0.34341,0.38007,0.33909,0.2826,0.20721,0.83717,0.057555,0.47605,0.31935,0.28979,0.25741,0.52011,0.16261,0.7577,0.06884,0.19213,0.21728,0.41951,0.26469,0.032196,0.22589,0.67965,0.47299,0.2906,0.49826,0.44213,0.084513,0.28106,0.32403,0.61709,0.38212,0.42762,0.02739,0.056602,0.31843,0.4013
0.062281,0.050303,0.084655,0.057959,1,0.11949,0.10353,0.11269,0.067681,0.071604,0.077494,0.07098,0.059154,0.098291,0.093521,0.068813,0.067522,0.076549,0.070069,0.062184,0.079783,0.068255,0.082081,0.087228,0.044872,0.082596,0.098238,0.083069,0.088477,0.085209,0.034684,0.075685,0.065438,0.08167,0.062949,0.04783,0.062723,0.058303,0.042925,0.089867,0.083445,0.090148,0.061954,0.067517,0.056013,0.068033,0.049101,0.079795,0.061099,0.065122,0.041246,0.052873,0.054718,0.059925,0.074392,0.056005,0.069463,0.078114,0.03563,0.054026,0.076341,0.075379,0.078361,0.069296,0.031296,0.036756,0.060857,0.06912
0.35562,0.22629,0.28714,0.47278,0.11949,1,0.44431,0.49836,0.24367,0.57648,0.20935,0.56032,0.16513,0.33972,0.31572,0.35306,0.28404,0.17833,0.25319,0.42905,0.40687,0.26328,0.44414,0.38615,0.10529,0.3041,0.34168,0.59317,0.44009,0.40091,0.10355,0.12056,0.3029,0.34041,0.35572,0.20666,0.30643,0.47859,0.10614,0.6625,0.43488,0.44535,0.25456,0.56873,0.20561,0.5423,0.15713,0.32718,0.30056,0.3566,0.25036,0.14594,0.26876,0.42461,0.40664,0.22415,0.44289,0.40965,0.087799,0.26544,0.33945,0.57996,0.40961,0.3985,0.094307,0.11745,0.27057,0.34186
0.42939,0.14444,0.74525,0.29164,0.10353,0.44431,1,0.52293,0.48624,0.38019,0.31584,0.37781,0.29505,0.70842,0.30528,0.27093,0.35275,0.43235,0.35157,0.33822,0.33239,0.38234,0.30976,0.69701,0.20307,0.5786,0.61221,0.42508,0.38308,0.47331,0.254,0.14592,0.2792,0.23799,0.31263,0.13016,0.56271,0.29833,0.10205,0.40883,0.74694,0.42034,0.43111,0.3683,0.27586,0.35963,0.27437,0.59834,0.27536,0.25592,0.16663,0.38487,0.2347,0.33566,0.32804,0.30045,0.26389,0.62401,0.16042,0.43032,0.49219,0.37568,0.33995,0.29174,0.23183,0.12999,0.2624,0.22437
0.35393,0.19378,0.43593,0.27046,0.11269,0.49836,0.52293,1,0.19084,0.37209,0.27139,0.32448,0.12854,0.46555,0.19833,0.26487,0.35538,0.3404,0.3433,0.26938,0.32592,0.26316,0.41401,0.30072,0.05199,0.45262,0.38399,0.52828,0.35935,0.53882,0.097658,0.12443,0.23867,0.30186,0.28402,0.16878,0.36831,0.2737,0.10367,0.42868,0.42899,0.51553,0.17336,0.36373,0.2306,0.3113,0.094145,0.34675,0.19655,0.26737,0.27677,0.23679,0.2907,0.26364,0.31498,0.19988,0.35572,0.28251,0.023173,0.30518,0.30003,0.47984,0.31478,0.42114,0.077896,0.088693,0.21157,0.28038
0.20607,0.14095,0.34742,0.23197,0.067681,0.24367,0.48624,0.19084,1,0.25397,0.18969,0.30123,0.31412,0.38683,0.26241,0.20642,0.11419,0.16737,0.12034,0.28013,0.24798,0.33865,0.16286,0.61135,0.29035,0.25874,0.42123,0.17915,0.26299,0.15823,0.20163,0.10576,0.2351,0.17922,0.17591,0.13377,0.2444,0.23931,0.071921,0.23667,0.40927,0.1797,0.45641,0.25138,0.16503,0.27146,0.29855,0.36698,0.22,0.19216,0.0071127,0.15031,0.077085,0.28328,0.24523,0.28831,0.16115,0.53244,0.24957,0.20788,0.36572,0.17313,0.241,0.1193,0.1773,0.10372,0.23113,0.17173
0.31995,0.24998,0.26171,0.51035,0.071604,0.57648,0.38019,0.37209,0.25397,1,0.21298,0.53914,0.12436,0.28023,0.1886,0.3279,0.26994,0.15255,0.24861,0.53733,0.39306,0.3068,0.41187,0.35758,0.12732,0.32128,0.32223,0.54658,0.39129,0.34726,0.07715,0.074213,0.32852,0.32573,0.31639,0.23945,0.30797,0.53293,0.073691,0.53858,0.40908,0.37177,0.2641,0.88022,0.2283,0.52535,0.12727,0.29904,0.20518,0.33153,0.27471,0.17286,0.29062,0.53745,0.39635,0.29152,0.42174,0.38479,0.12093,0.34294,0.36008,0.55223,0.36313,0.3787,0.086044,0.072455,0.30698,0.34774
