FC_L1,param_correlation
0.05358403422457281,0.9978529160898147
0.05077159266389092,0.9924424683803874
0.029424906285668847,0.999739759356647
0.02125685737860672,0.9949838444993113
0.04553250906648509,0.9945816320471923
0.01784026413655254,0.9970615441769785
0.033882615862843406,0.9934462072099982
0.001888452569844712,0.990895702224637
0.019497115336243487,0.9510524387823763
0.03622022065991287,0.9949890162016638
0.007818093164358995,0.9954369997715005
0.010970176539068899,0.9953062925706772
0.015885811950825442,0.9968481389618808
0.04622803305673129,0.9976373379445941
0.05971996329735096,0.9925608521756243
0.005163443863150874,0.995623770454742
0.06671398629162223,0.9969822473468226
0.015547611444160224,0.9942127979067725
0.0245572280376784,0.9927972464746333
0.07760033861035148,0.9985596476908192
0.06155694102278625,0.9988785854255523
0.03775048539818404,0.9969681494296257
0.0035516229262747,0.9952066824288266
0.013791694260448795,0.9965475065302768
0.08477541728950816,0.9982497498785395
0.021364341588524734,0.9949707907870805
0.056007199337344486,0.9988424732949027
0.08929277909625927,0.9961238103097924
0.01919670857972228,0.998068151960803
0.06929236708347403,0.9905202828312655
0.04943041366370098,0.9930370180329144
0.08163594289281793,0.9943780537906912
0.00029619342137909843,0.9928064171256712
0.009642378617638394,0.9895236447466713
0.042310739429041455,0.9916938571200585
0.030159034047433697,0.9903605390981524
0.02585884101083663,0.9924125253835472
0.06446328765475229,0.9923989116206823
0.01648940767812901,0.9890290489866808
0.04008161422918799,0.7990292505922801
0.08347837452673301,0.8042737835924619
0.009537782912914848,0.808808272563822
0.02700531832614361,0.8024266827173185
0.06379597960240141,0.7928705285541322
0.01787237718617546,0.8112242342325374
0.01812865051150597,0.7888780713039311
0.005373505855545302,0.8150322804213995
0.008447551419562715,0.8145511502454218
0.0638187178637642,0.8068324649170867
0.05785038097941153,0.9864139175878383
0.005083499195621399,0.9637768910203964
0.0723398285648641,0.9753007632314095
0.011539758955874224,0.9811224197449656
0.06140082387647805,0.974218875896584
0.02530336150013457,0.9833500533330096
0.031849290906887984,0.9770058855811175
0.02435992258169134,0.9809133195471464
0.008869580953481504,0.9827731519939462
0.006848984522895507,0.9847238576147394
0.0021317202723749595,0.9680260047873872
0.022852206997311216,0.956937343668813
0.004237977546551641,0.9693704929715504
0.027042280042870348,0.9567359114947
0.04172218797986393,0.973964307612028
0.07147150356954274,0.9692732935830226
0.01806157976375211,0.9647545289197392
0.037425466855170286,0.9667521814824978
0.01575958951398748,0.9621362334515268
0.027130302486119248,0.9606770781052768
0.03198523171396333,0.9959503884344033
0.02538139954101143,0.9957862466674338
0.008107426393627992,0.9967537376829492
0.051061973467157455,0.9961952240277565
0.0491810807962188,0.9970293507873336
0.059130702827394126,0.9975903374288929
0.0033157163313565774,0.9952497350469192
0.020415669479402432,0.9951632396375341
0.03503601918154825,0.9951749989066997
0.006083221194099098,0.9970610479638262
0.05019295385865935,0.9065904746545485
0.006275449417241341,0.908290612223312
0.017666840730526545,0.9110875552459603
0.08137314019958763,0.9238085242272616
0.014457090266569548,0.9102608634595549
0.05494852726812316,0.9025697999371024
0.03913549899299391,0.9063327288852526
0.02507832628688805,0.9017389327682563
0.024692277093648015,0.9278506942697868
0.016567696513216157,0.9273837804020884
0.03541237727133262,0.9852978922743993
0.02180484633304136,0.9819367258839562
0.031647666772332106,0.9850686587269257
0.01973670849031056,0.9876781905974773
0.044667588797145885,0.9797543111029688
0.004008183403288124,0.9876562447882243
0.027525770145009783,0.9956626092084819
0.06646728225740095,0.9746227491181529
0.022909396137758276,0.9860099919279535
0.001900858980335596,0.988084929968612
0.054639852093193046,0.99617304553836
0.0492510267590237,0.9944384800551224
0.0882819771402017,0.9951307457511828
0.019185312088960182,0.9953419914180824
0.0183632861860788,0.9966687768888349
0.012763162129375172,0.9956206542604421
0.015742854981264487,0.9952420551440231
0.06336160185272494,0.9971259425089662
0.011395262597880427,0.9962458274056729
0.06610892449834094,0.9963099418620424
0.050663260969609936,0.9735524860302089
0.0350692360020437,0.9939223251896515
0.015997599834805143,0.9777970600552157
0.05337415247636257,0.9935689233670605
0.027389150653989447,0.9964285316375944
0.015419115009655315,0.9912056601732072
0.0913028676298952,0.9831108415901952
0.00695975219900391,0.9908809939283098
0.03952616507505102,0.9920251144078727
0.03195165666176303,0.9955793293357292
0.011220741266656065,0.9634271075265811
0.010135190666533955,0.9693725994257816
0.01255236316097752,0.9541170181214224
0.007185543227613167,0.9637424403574946
0.025445401321599056,0.9467169162027937
0.05202932600713466,0.9693024134769342
0.02464201693392493,0.9723923084063731
0.029637432891879756,0.922982527035821
0.023511243085864216,0.9720763681008643
0.022628667205720154,0.9633269544432901
0.0008220834711765157,0.9970196628908442
0.05158634514828031,0.9969480345260926
0.025581935170820132,0.9974012956731725
0.005624321588276914,0.996989255200315
0.011536448268525124,0.9973023936081189
0.04002233003884237,0.9969429412651964
0.0055547569894580096,0.9972502669528607
0.011633838144297193,0.9965231299352042
0.005580792232307119,0.9969658823302388
0.04397504897895921,0.9970537435645748
0.10435562688846373,0.9835803842250601
0.02415912793890396,0.9969161566768947
0.03232717684596609,0.9909459469561368
0.008051525158087713,0.987245029148308
0.035743770088020266,0.9907286306885416
0.019701418361729395,0.9841473352913822
0.05547248679441752,0.9951076741167229
0.03408691888832932,0.9304979752515566
0.017363813564659936,0.9983520057880841
0.06140212738893181,0.9967443387658109
0.04261385768550391,0.996272855769794
0.06946984617539825,0.995727581945091
0.0073560011678415185,0.9971907273010371
0.11330399752192376,0.9935548227307917
0.04842059036142193,0.998280340297206
0.01312995206704942,0.9983214495991166
0.038036422780412575,0.9980686715345632
0.029026806186894405,0.997984869524123
0.024016304385778675,0.9990244347153736
0.007972906798213442,0.9976605224439304
0.09133451962275684,0.9991759995056104
0.05003241129829811,0.9987909918450864
0.0673757284850216,0.999482547314001
0.13835945151408097,0.9995744373974893
0.03221969263604807,0.9989354042613581
0.1095912335619173,0.9987606630694364
0.03570874487168645,0.9982555845089837
0.03438732564485053,0.9995616759577703
0.01570833285890122,0.9950633687125777
0.004153620560871818,0.9919162932548377
0.13521997711739075,0.9931519920726141
0.0532878408031937,0.992912389232797
0.043941655606934416,0.9941859285232671
0.09589477365361426,0.9946557774652957
0.08374306827200649,0.9892148392188365
0.027725193213736177,0.9933534664579408
