FC_CORR,param_correlation
0.9831965567003712,0.9978529160898147
0.9767595817111268,0.9924424683803874
0.968942018885747,0.999739759356647
0.9792160688698704,0.9949838444993113
0.9635416521269943,0.9945816320471923
0.9807408185673011,0.9970615441769785
0.9788579462561146,0.9934462072099982
0.9740079887703269,0.990895702224637
0.9747524314546204,0.9510524387823763
0.9794467160464448,0.9949890162016638
0.9650430206923917,0.9954369997715005
0.9697566942142921,0.9953062925706772
0.9823164240540391,0.9968481389618808
0.975808695818115,0.9976373379445941
0.9777178525226536,0.9925608521756243
0.980905862241208,0.995623770454742
0.9758726440724106,0.9969822473468226
0.9894392341959927,0.9942127979067725
0.9831535935969872,0.9927972464746333
0.9761125713992195,0.9985596476908192
0.9748079923089064,0.9988785854255523
0.9625408730991049,0.9969681494296257
0.9895127277179024,0.9952066824288266
0.9823030702712195,0.9965475065302768
0.9440347944630958,0.9982497498785395
0.9861498000917464,0.9949707907870805
0.9754740666399667,0.9988424732949027
0.9713722200286096,0.9961238103097924
0.9779851583131517,0.998068151960803
0.9720907997518402,0.9905202828312655
0.9650590624113293,0.9930370180329144
0.9682408787859501,0.9943780537906912
0.9867159436501843,0.9928064171256712
0.9813300662329238,0.9895236447466713
0.975883057016298,0.9916938571200585
0.9757864557965299,0.9903605390981524
0.9857687818308865,0.9924125253835472
0.9744021441020208,0.9923989116206823
0.9762308888966914,0.9890290489866808
0.9785081045202387,0.7990292505922801
0.969414356599638,0.8042737835924619
0.9874568475493944,0.808808272563822
0.9853981718451567,0.8024266827173185
0.9678193016900776,0.7928705285541322
0.9812667860282313,0.8112242342325374
0.979446284192994,0.7888780713039311
0.968043944126245,0.8150322804213995
0.9860840868484786,0.8145511502454218
0.9701898297233272,0.8068324649170867
0.9657460249737488,0.9864139175878383
0.96932868262916,0.9637768910203964
0.9706228131673441,0.9753007632314095
0.9758850547348012,0.9811224197449656
0.9666835103076113,0.974218875896584
0.980471547442144,0.9833500533330096
0.9776474420759949,0.9770058855811175
0.9871430046470541,0.9809133195471464
0.9747502358949133,0.9827731519939462
0.9718847610802382,0.9847238576147394
0.9841051747067955,0.9680260047873872
0.9688944427524345,0.956937343668813
0.9791216732033584,0.9693704929715504
0.9750073275193712,0.9567359114947
0.9518429481060908,0.973964307612028
0.9740220189965296,0.9692732935830226
0.9768340702757581,0.9647545289197392
0.97902400199388,0.9667521814824978
0.98399250975242,0.9621362334515268
0.9782011779284979,0.9606770781052768
0.9754026649209536,0.9959503884344033
0.9774732128233379,0.9957862466674338
0.9775431222238528,0.9967537376829492
0.9658318339873954,0.9961952240277565
0.982060085044771,0.9970293507873336
0.9561006067649706,0.9975903374288929
0.9862963883859636,0.9952497350469192
0.9813180471916125,0.9951632396375341
0.9755033404636942,0.9951749989066997
0.9797431656328346,0.9970610479638262
0.9716624248097853,0.9065904746545485
0.9817470661696847,0.908290612223312
0.9788552093183999,0.9110875552459603
0.9684069923821697,0.9238085242272616
0.9854063855334771,0.9102608634595549
0.9577731466069264,0.9025697999371024
0.9747600073373692,0.9063327288852526
0.969368885151438,0.9017389327682563
0.9709176948272157,0.9278506942697868
0.9810088371807667,0.9273837804020884
0.9822114936268317,0.9852978922743993
0.9912236564169709,0.9819367258839562
0.9800147556318312,0.9850686587269257
0.9832156010240086,0.9876781905974773
0.9802644230065504,0.9797543111029688
0.9817627403340816,0.9876562447882243
0.982540695385585,0.9956626092084819
0.981275113892492,0.9746227491181529
0.9637909666304096,0.9860099919279535
0.973445474888568,0.988084929968612
0.9731134327256339,0.99617304553836
0.9714873169914529,0.9944384800551224
0.9702867953865196,0.9951307457511828
0.9818776957227309,0.9953419914180824
0.9819159336959408,0.9966687768888349
0.9829982146813213,0.9956206542604421
0.9903595881193537,0.9952420551440231
0.9727311300411378,0.9971259425089662
0.9847229232769165,0.9962458274056729
0.9663753049604765,0.9963099418620424
0.9579139902209741,0.9735524860302089
0.9818498553553868,0.9939223251896515
0.976139237537871,0.9777970600552157
0.9578905939855044,0.9935689233670605
0.9771698253685775,0.9964285316375944
0.9726684839846992,0.9912056601732072
0.951350825980589,0.9831108415901952
0.9875803157938259,0.9908809939283098
0.9844857580629074,0.9920251144078727
0.9603653738786163,0.9955793293357292
0.9836152803701741,0.9634271075265811
0.9792027488874304,0.9693725994257816
0.9735817585218561,0.9541170181214224
0.9830563078570264,0.9637424403574946
0.9733663787198968,0.9467169162027937
0.9778526232693505,0.9693024134769342
0.9820150282462349,0.9723923084063731
0.9757967980052888,0.922982527035821
0.9894931601981565,0.9720763681008643
0.9745831218589811,0.9633269544432901
0.9844562368549657,0.9970196628908442
0.9601132877791047,0.9969480345260926
0.977246672422696,0.9974012956731725
0.9825840987045885,0.996989255200315
0.9871565410329232,0.9973023936081189
0.9648808257396173,0.9969429412651964
0.9840386329634104,0.9972502669528607
0.9764316312527536,0.9965231299352042
0.9764392529607021,0.9969658823302388
0.9814028988124205,0.9970537435645748
0.9616431870917251,0.9835803842250601
0.9692327593712832,0.9969161566768947
0.9731961916688997,0.9909459469561368
0.9669273415320112,0.987245029148308
0.9834719691491827,0.9907286306885416
0.9664812676412696,0.9841473352913822
0.9636381370296093,0.9951076741167229
0.9663927073497409,0.9304979752515566
0.9892621684340611,0.9983520057880841
0.9515200020380229,0.9967443387658109
0.9680027397912185,0.996272855769794
