0,0,4.1538,1.4797,0,2.9148,7.8957,5.6704,2.9075,3.8015,1.8292,1.3571,0,8.6793,0.85039,0,5.9699,0,2.6471,1.1806,3.6752,0.86353,5.2519,3.558,0,3.3462,2.5411,5.0179,8.3531,7.7882,0,1.005,3.1554,4.2941,0,0,0,0,0,0,0,0,1.764,0,0,0,0,0,0,0,0,0,0,0,0,1.1938,0,2.5074,0,0,0,1.4407,0,0,0,0,0,0
0,0,4.1465,0,0,0,1.6085,1.0446,6.4488,0,4.8107,0,6.3809,1.0537,2.7722,4.5198,5.1256,2.6757,4.1244,0,2.2019,7.3128,3.4611,7.0255,7.5013,5.9581,9.2064,3.2189,1.2937,1.2586,4.1485,1.3701,0,4.5991,0,5.5716,4.2121,0,0,0,0.78619,0,1.5064,0,2.8004,0,5.1535,0,0,2.4247,3.7771,1.0678,2.9026,0,0.71041,3.3852,2.8275,2.0125,4.1536,5.4139,7.1027,0.67184,0,0.72072,3.0026,0,0,1.706
4.1538,4.1465,0,0,0,3.5994,7.8685,6.5931,2.2017,3.97,2.6229,0,0,6.4546,0,3.3266,8.8492,3.3814,6.0393,0,7.2139,3.2951,9.7094,4.5484,0.72426,9.635,9.8559,6.9343,4.1476,6.9048,0.38489,0,2.0546,5.8302,0,4.9285,7.114,0,0,0,0,0,1.2731,0,0,0,0,0,0,3.4769,5.7058,0,3.1149,0,0.98211,3.9866,5.9312,1.1028,1.0135,5.8972,8.1083,0,0,0,0,0,0,2.0392
1.4797,0,0,0,3.317,5.573,4.9069,4.5433,7.2376,8.778,0,8.3685,0.88142,3.7481,5.7574,0,0,0,0,9.9549,0,0.61637,0,8.0844,0,0,0,9.3495,4.4448,0.79725,0,0.51194,1.1026,3.9235,0,0,0,2.9998,0,1.4534,2.6624,0,5.4027,2.4996,0,4.5286,0,0,1.1511,0,0,0,0,4.2823,0,0,0,6.4852,0,0,0,3.4746,0,0,0,0,0,0
0,0,0,3.317,0,6.0915,1.9933,2.8056,4.2536,3.0338,1.4595,4.6606,1.2242,0.9335,6.4481,0,0,0,0,3.1406,0,1.5744,0,4.707,0,0,0,3.5286,1.3597,0.17603,0,5.2926,0,5.6039,0,0,0,0,0,0,0,0,0.87445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69793,0,0,0,0,0,0,0,0,0,0
2.9148,0,3.5994,5.573,6.0915,0,7.8328,8.9024,5.8476,9.6375,3.4699,8.9217,3.0898,6.4279,7.1556,0,2.1701,1.205,0,6.2433,3.1489,1.0727,3.5763,5.7083,0,1.8079,1.3505,7.3949,5.671,4.1415,0,5.87,2.0715,5.5703,0,0,0,1.2119,0,0,0,0,4.1827,0,0,3.2774,0,0,0.88469,0,0,0,0,2.8009,0,0.38709,0,4.7106,0,0,0,2.8936,0,0,0,0,0,0
7.8957,1.6085,7.8685,4.9069,1.9933,7.8328,0,8.736,5.7983,9.5817,1.1755,5.2,2.4047,9.2944,4.4235,1.9114,5.5586,0,1.6853,4.154,6.8463,2.5565,7.4757,6.9629,0,5.2711,5.7733,10.512,7.8948,9.2595,0,2.1761,5.2335,6.5035,0,0.96992,0,0,0,0,3.5239,0,4.9824,0,0,3.0014,0,0,0,1.5859,0,0,0,2.9472,0,2.5026,0,6.4958,0,0,0,4.6997,0,1.6923,0,0,0,0
5.6704,1.0446,6.5931,4.5433,2.8056,8.9024,8.736,0,5.5382,8.5694,3.9072,7.1409,2.9412,9.1753,4.4917,0,6.4115,2.037,1.8603,5.7952,5.3125,1.791,6.846,6.0115,0,4.4479,3.2621,7.213,6.2562,7.2065,0.74031,5.7754,2.8823,5.4976,0,0,0,0,0,0,0,0,4.6301,0,0,2.5243,0,0,0,0,0,0,0,0,0,1.4614,0,4.7687,0,0,0,2.7815,0,0,0,0,0,0
2.9075,6.4488,2.2017,7.2376,4.2536,5.8476,5.7983,5.5382,0,7.2621,2.6519,7.3353,4.4604,5.0683,6.4974,3.065,2.7995,0,1.004,6.9461,2.8465,7.7749,3.0532,9.4263,6.3787,3.1031,7.6979,7.8441,5.5205,4.9678,1.0291,2.4003,3.3498,4.5532,1.5422,2.7664,1.1093,4.8441,0.73727,3.1935,4.7698,3.3162,5.8521,5.4046,0,4.3733,0,3.0436,1.5743,3.5089,0,0,0,5.0132,2.7068,4.0448,2.0645,6.7685,1.3495,0,2.7972,6.4169,3.6641,3.6013,0,0,1.7775,2.7901
3.8015,0,3.97,8.778,3.0338,9.6375,9.5817,8.5694,7.2621,0,1.4741,9.0274,2.7037,7.7991,5.3431,0,1.765,0,0,9.0622,2.8471,0.66635,3.5455,6.2638,0,2.2458,1.626,9.3508,7.1642,3.5063,0,2.8576,2.7663,6.7213,0,0,0,2.1522,0,1.6586,3.3524,0,6.108,0,0,4.8522,0,0,1.4276,0,0,0,0,4.3792,0,0.67605,0,6.7951,0,0,0,3.6422,0,0,0,0,0,0
