FCD_KS,SC_correlation
0.08352945133191225,0.9992206201398978
0.1086872420536096,0.9987694282753293
0.14359418516567027,0.9981739700997112
0.12595327056404276,0.9974477728429533
0.09369589832207727,0.9973139200554348
0.04916126283826308,0.9970912626618575
0.11628291343891686,0.9967825013887122
0.1119354006947436,0.9971902540700576
0.12008872474988108,0.9968524491824824
0.11780987599354904,0.9963351780573808
0.07722166613549264,0.9972327142952973
0.07528522444639119,0.9969360311421721
0.11255602551557246,0.9970873577069744
0.15209254279687956,0.996918820952361
0.06667642532146707,0.9968266475382744
0.08726742184134285,0.9968969653344576
0.07401181608672605,0.9972467992869604
0.09552670310680765,0.9973694377013171
0.07161061045510672,0.9968499677036899
0.11041170526086516,0.996597624229971
0.15214885258398825,0.9966351303968484
0.0933878921145478,0.9968024237193664
0.1083179933472453,0.9967358745634621
0.09210929479839144,0.996724898839164
0.1458110226888724,0.9966625054454493
0.10374011655933744,0.9965683495722213
0.14827340675813536,0.996625484351891
0.12436480926581069,0.99646991802724
0.1665120763353155,0.996265148857252
0.06602479488407328,0.996731196346414
0.17052134598968932,0.997005127067977
0.07512564801898772,0.9962329201985968
0.1202253032096258,0.9968142248908752
0.07206435587272962,0.9971797195433107
0.12212369255112485,0.9967359560615888
0.1352094720877382,0.9974073040136355
0.17619191451674637,0.9971845027758888
0.08224822750691459,0.9968590839506593
0.08671559873991638,0.9966696077736255
0.08186898525471531,0.9969403875221966
0.1320813000578152,0.9969905542150269
0.1207431098184986,0.9971235125958896
0.13359006923413244,0.9969001129900951
0.10863804305872968,0.9970734301962236
0.1304050749275708,0.9971624507534647
0.18221635706426773,0.9963898216598189
0.1641174690063949,0.996652566688724
0.1140656915485672,0.9964741591755165
0.08129647038851509,0.9968026320354045
0.06547899353462426,0.9970704729568717
0.0960580906882254,0.9972160169341792
0.176137206259419,0.9967551278089578
0.11365493119027296,0.9968696431420091
0.10915860429882623,0.9967974220945394
0.1184008404828292,0.9969890527928528
0.1016410235056526,0.9970266801657498
0.07014053423830444,0.9967486503891712
0.07636170870415422,0.99645443477806
0.06560596281568153,0.9963331518648167
0.09320038500775939,0.9963174462858457
0.07134353934878594,0.9962362592678897
0.17395944606287927,0.9960819245884904
0.19399298209649857,0.996146231609826
0.06780415853222999,0.9960025157812614
0.16085464035246472,0.9964014897826787
0.08604577492420759,0.9970797226122344
0.05588442079874696,0.9971269644273901
0.10240604225155872,0.9975080064217896
0.09064338255902038,0.9975558928614529
0.16307090132494556,0.9970815130445507
0.14075877277975923,0.9992670105015392
0.21360153618736613,0.998578121257215
0.16664641265336652,0.9977673349616819
0.10563575126961272,0.9975759534681296
0.08634532505449205,0.9970484540634589
0.11015084809009563,0.9966908452784113
0.11262156011422109,0.9971296877237834
0.11154712581457812,0.9969518550446994
0.10244044311125988,0.9964975317646751
0.14048958765412722,0.9972142462634733
0.12570560999867073,0.9969168842428316
0.1358905066119157,0.9969013027078771
0.1991329317764328,0.9969948972026861
0.09579768194579459,0.9969445394854333
0.11605005100872352,0.9970056157952115
0.10692453431517789,0.9972958511679569
0.10725316822628975,0.9974240437152221
0.126636034740384,0.9967956551983593
0.09830298701319501,0.9967082407221814
0.11342546400321588,0.9968258915198688
0.1057381851144213,0.9970788080863128
0.10965430979671782,0.9969711877747855
0.1376658984662149,0.9969527083021997
0.16294848038846707,0.996989823445528
0.14683760327865175,0.9968979881470951
0.1357857025030309,0.9967709755846184
0.13166855380259226,0.9965417604030528
0.23879571366569344,0.9963966089178429
0.10371596549023628,0.9969110883106451
0.1693780459094527,0.997206413028744
0.11586600320626264,0.9966498417022698
0.13718217241108707,0.9971201918075197
0.08992877997062795,0.9973955312546969
0.06374139778316248,0.9967832288890922
0.10438092065541003,0.997352890811513
0.190383198030759,0.9971304766162584
0.08716876760681802,0.9968605202639756
0.1444770124422849,0.9966337702189488
0.10047024117436976,0.9970573142743678
0.11027954702331665,0.9971371013059273
0.11076794954540578,0.9970823801912739
0.15202034583434093,0.9967205465905382
0.12324418684727652,0.996964764569582
0.10646348592175248,0.9970686147755357
0.1653671747252976,0.9964053579360643
0.09646833855698968,0.9966462184635155
0.08977208629683071,0.9967896356960205
0.11231996002581664,0.9968851549153661
0.0872746607559541,0.9973575969008266
0.06959370790979544,0.997156134417328
0.1615147909282947,0.9966631331400656
0.13838677905134983,0.9966583647243052
0.10234781062871252,0.9966867594708783
0.11853216592489144,0.9968744114008639
0.09845436360811848,0.9969591064100086
0.08380132702757676,0.9969510350634551
0.12912545263235442,0.9966250757556984
0.0787823889379135,0.9964862766073861
0.09961169308923881,0.9967167881111434
0.08148320876100852,0.9964172889275944
0.12269345278610128,0.9962086170406436
0.17907639777515483,0.9962332773475758
0.10176299601379236,0.9961557104915408
0.15247703806676136,0.9964653012629837
0.1217336239576043,0.9970237249511936
0.07323449759209996,0.9973065080531306
0.10107196794377989,0.9975632368062137
0.10975994670108888,0.9975062762672845
0.12627107813383348,0.9970567963202132
0.11938539693114862,0.9991321141025197
0.10890383294122544,0.9984120187453873
0.09955948321837017,0.9982427261539558
0.0664877010520449,0.9976631679464067
0.1294333947786926,0.9969170051791344
0.12644673392024064,0.9971042277862714
0.14981805020155253,0.9972479712098784
0.1439540809381121,0.9968846733766008
0.0625346130623972,0.9976016194367917
0.063329804629382,0.9972425119655373
0.12882711966470367,0.9967792806735923
0.14827110055525036,0.9967577205619701
0.07416306455926701,0.9966620261976613
0.0864432746159131,0.9967562970525331
0.07886835905657084,0.9971361658458406
0.10936853282255209,0.9972545420267955
0.07565325599012174,0.9964854016187212
0.1392104778484408,0.9962618262638365
0.18686092155226677,0.9964903533051616
0.1209545117496232,0.9967447256739641
0.12409940375046243,0.99666877306072
0.0848272670054436,0.996702503755296
0.1526063135507036,0.9968008389076984
0.10199681936185442,0.99691790593849
0.15963401841438943,0.9965136989493181
0.13453714988557067,0.9962725435040942
0.12851507760212555,0.9964104578228643
0.06556810265165285,0.9968650846588578
0.18036646204454493,0.9970166763910675
0.0753282735669111,0.9964149310595379
0.1206958326593562,0.9972058309011923
0.0930825124158596,0.997207178916734
0.1660929239609675,0.9963969108160973
0.16555006942631603,0.9970235425301529
0.1682551813492248,0.9971912004941923
0.11026308329716548,0.9966013978139315
0.0829025485143409,0.9968302384472658
0.10008587402687044,0.9970223067460077
0.16548056303380992,0.996870866656248
0.14158151065898145,0.9965935964905848
0.135322732273868,0.996269877276124
0.1346864124611829,0.9965201516720033
0.1702307644261799,0.996747112434408
0.2106394748263541,0.9960910410622142
0.20856882494158416,0.996107197459692
0.14078375664434667,0.9962018304553028
0.09427251310451742,0.9964043214911853
0.07959814414728948,0.9968495720598473
0.1360878791421566,0.9969521012313955
0.19127262361007236,0.9964819859811219
0.12878900325591003,0.9965543334098568
0.12478863810711992,0.9962684850987404
0.14698731428260275,0.9965165720070749
0.12191325153786899,0.9968253879771181
0.09079712941802008,0.9966075946337416
0.08991327716234547,0.996264504973956
0.08627120625621594,0.9957083434104259
0.12276859656343737,0.9959985054073593
0.10052341196310714,0.9960021641920902
0.2157414362198772,0.9960091368569016
0.2172614801658544,0.9962068938471341
0.07352597601228694,0.9961417543584584
0.18895790058664036,0.9967262272759265
0.08977906896667699,0.997320802719126
0.06874348777952702,0.9973557747626797
0.1145742733459,0.9975462490728184
0.08982410398412563,0.9977103126231441
0.1892357980342824,0.9970135773476573
0.13063857796967662,0.9988622450532264
0.1474736027853806,0.9987574637844968
0.14510481211653367,0.9981855777334515
0.1631791647381579,0.9973629838432858
0.1872776396013472,0.9970553751813449
0.21936774807295928,0.9971491239188061
0.19164507537599915,0.9966664762435072
0.09994288944800073,0.997284646529363
0.09718761761234333,0.9969633760786328
0.16798881491600778,0.9969478334526544
0.12390779672743404,0.9968933494090547
0.14254934713638467,0.9966889939814336
0.1323713691317947,0.996767184151307
0.14640800893013006,0.9972064247277238
0.15655446882862503,0.997278104734514
0.11824536397166574,0.996498088182672
0.18470641556815076,0.9962444655878918
0.2571864004497096,0.9964469005935802
0.16953275368632115,0.9967576792945025
0.17924814582889576,0.9967688417602354
0.129093550159112,0.9968838642895098
0.1426978409777019,0.9970953775989992
0.09167323026955344,0.997175541056044
0.19519951057249885,0.9967838023997877
0.1490800652783539,0.9963401415486792
0.09359365666084243,0.9965664441034928
0.11769322056428302,0.9969401057642344
0.22394799512494337,0.9970316146985176
0.12405930144474,0.9964744791265162
0.14696796780284527,0.9971411597483568
0.1685795231605229,0.9971442635633608
0.24464680662969265,0.9963423517725173
0.2502772728510273,0.9969247240155008
0.1739843018050842,0.9972231546371149
0.19290157158117435,0.9967206186517
0.12210306484754238,0.9967535755403744
0.15817803565966207,0.9969786502115728
0.24574199675530067,0.9967095367992496
0.16948560464956128,0.9966688544497431
0.14621012391035915,0.9962407240591856
0.17691625440620884,0.9963466508580928
0.24345648563507863,0.996573106580257
0.25602887878501546,0.9960899764425863
0.28547153040584367,0.9962417371961058
0.2128815524589088,0.9963440241562835
0.16253688723468657,0.9966538081501009
0.16805204331177137,0.9967246472255709
0.21281281480069764,0.9968418219663374
0.2415302937365772,0.996389502454844
0.13884725089405403,0.996595665102668
0.19061996819361857,0.9963729906327299
0.1945323132656313,0.996614072356241
0.19184244790624003,0.9966284264758589
0.15874062104121858,0.9964830722406264
0.12234451147736317,0.9964313823923232
0.14786828378467112,0.9956766085450912
0.1753276649855942,0.9960929199746433
0.18145716788676544,0.9959558869164672
0.2929016676729612,0.9959428116946792
0.2538775758604619,0.9963180588108258
0.15098767943139285,0.9962689424166083
0.2288728273246605,0.9966445579575796
0.14972208653706015,0.9973244958643704
0.1556394187728118,0.9971265882621904
0.17738883381405915,0.9973891806696954
0.13685168072542891,0.9976276698211101
0.23471174866232225,0.9971688019403661
0.10036460426999871,0.9992411063603752
0.06967006884976532,0.9989546413378022
0.1284581272031044,0.9977322351788125
0.12979892793596445,0.9973641277994568
0.14627930999690902,0.9970121519347792
0.14392762366612588,0.996544726283056
0.061910913304388346,0.9974247097857194
0.05960336513437636,0.9975402658279123
0.11960692053049074,0.9968192384300413
0.15051465159520375,0.996855286877588
