FC_CORR,SC_correlation
0.9917970739524556,0.9992206201398978
0.9928175601152028,0.9987694282753293
0.9909987617564991,0.9981739700997112
0.9912687473217348,0.9974477728429533
0.9908107355706387,0.9973139200554348
0.9914516451267502,0.9970912626618575
0.9923016202064081,0.9967825013887122
0.9916718884485894,0.9971902540700576
0.9915523189833901,0.9968524491824824
0.99136862611982,0.9963351780573808
0.9915279795773229,0.9972327142952973
0.9925983291463341,0.9969360311421721
0.9921652337389392,0.9970873577069744
0.9932940305059312,0.996918820952361
0.9933508722021328,0.9968266475382744
0.9919887114846989,0.9968969653344576
0.9936194681379005,0.9972467992869604
0.9906820553087594,0.9973694377013171
0.99092586368927,0.9968499677036899
0.9906805009810334,0.996597624229971
0.9890060159757936,0.9966351303968484
0.9913217705673087,0.9968024237193664
0.9928975984534663,0.9967358745634621
0.990352328676145,0.996724898839164
0.9912829273087856,0.9966625054454493
0.9928701654265267,0.9965683495722213
0.9933642062523284,0.996625484351891
0.9921867234114893,0.99646991802724
0.9905262059603066,0.996265148857252
0.9914489409957251,0.996731196346414
0.9920779359655932,0.997005127067977
0.9921891331274592,0.9962329201985968
0.9907301977121603,0.9968142248908752
0.9917393351863373,0.9971797195433107
0.9911817423288141,0.9967359560615888
0.9921432242530365,0.9974073040136355
0.9913792111801902,0.9971845027758888
0.9935220768588733,0.9968590839506593
0.9928184286580778,0.9966696077736255
0.9910904331656131,0.9969403875221966
0.9924819900637717,0.9969905542150269
0.990644871118861,0.9971235125958896
0.9914545836001633,0.9969001129900951
0.9918317974376369,0.9970734301962236
0.9895350710473384,0.9971624507534647
0.9921783086949184,0.9963898216598189
0.9913110032625848,0.996652566688724
0.9906852540435523,0.9964741591755165
0.9911476055175432,0.9968026320354045
0.991626506349776,0.9970704729568717
0.9904081856828589,0.9972160169341792
0.9930260111729714,0.9967551278089578
0.9910578513496717,0.9968696431420091
0.9899169250752476,0.9967974220945394
0.9918773021396581,0.9969890527928528
0.992076438014634,0.9970266801657498
0.99144889059226,0.9967486503891712
0.9924913856191798,0.99645443477806
0.9928265006079215,0.9963331518648167
0.991069660826,0.9963174462858457
0.9913301407814776,0.9962362592678897
0.9911777021299528,0.9960819245884904
0.9906202761018205,0.996146231609826
0.9923098440487805,0.9960025157812614
0.9926681690938896,0.9964014897826787
0.9933647090915011,0.9970797226122344
0.9908334816810176,0.9971269644273901
0.9921002704137815,0.9975080064217896
0.9915918594152917,0.9975558928614529
0.9916150782721613,0.9970815130445507
0.9926661318312022,0.9992670105015392
0.9924937858949399,0.998578121257215
0.9910311576565226,0.9977673349616819
0.9929444909767056,0.9975759534681296
0.9938439001011418,0.9970484540634589
0.993928674119368,0.9966908452784113
0.9912543331656131,0.9971296877237834
0.991639170465019,0.9969518550446994
0.9907785692231058,0.9964975317646751
0.9931432814755418,0.9972142462634733
0.9932522092249395,0.9969168842428316
0.9932169755558691,0.9969013027078771
0.991296351017513,0.9969948972026861
0.9918352355731622,0.9969445394854333
0.9923105609940696,0.9970056157952115
0.9928412112570864,0.9972958511679569
0.9931258193512733,0.9974240437152221
0.9919605697664204,0.9967956551983593
0.9924845079118793,0.9967082407221814
0.9931191181537127,0.9968258915198688
0.9922861421453985,0.9970788080863128
0.9937532649541728,0.9969711877747855
0.993031530474253,0.9969527083021997
0.9914838426885485,0.996989823445528
0.9919148326422882,0.9968979881470951
0.9931892995216295,0.9967709755846184
0.9944626791541327,0.9965417604030528
0.9885271974630938,0.9963966089178429
0.9924325948914866,0.9969110883106451
0.9928516075742002,0.997206413028744
0.9916874620884243,0.9966498417022698
0.9941283819488469,0.9971201918075197
0.9922787997062622,0.9973955312546969
0.9936707438963501,0.9967832288890922
0.992288832864611,0.997352890811513
0.9926190986749837,0.9971304766162584
0.9930403678745962,0.9968605202639756
0.9931211537048685,0.9966337702189488
0.9929320198699296,0.9970573142743678
0.993422095782436,0.9971371013059273
0.9925906537628707,0.9970823801912739
0.9924992644540545,0.9967205465905382
0.9934161745049352,0.996964764569582
0.9927998423601024,0.9970686147755357
0.9937807187856914,0.9964053579360643
0.9933632016258848,0.9966462184635155
0.9926206616062675,0.9967896356960205
0.9921847584384824,0.9968851549153661
0.9926081175098272,0.9973575969008266
0.992883847781576,0.997156134417328
0.9930407197954696,0.9966631331400656
0.9919970251444008,0.9966583647243052
0.9927832553866232,0.9966867594708783
0.9939079395516701,0.9968744114008639
0.99292076214996,0.9969591064100086
0.9907379732046349,0.9969510350634551
0.9922866563700125,0.9966250757556984
0.9926828461622621,0.9964862766073861
0.9937878066797156,0.9967167881111434
0.9922344786272099,0.9964172889275944
0.9921087787159517,0.9962086170406436
0.9932855059864529,0.9962332773475758
0.9933730953142759,0.9961557104915408
0.9922118773447111,0.9964653012629837
0.9930629753041113,0.9970237249511936
0.9918756287880904,0.9973065080531306
0.9942254938595997,0.9975632368062137
0.9933236088055761,0.9975062762672845
0.9912872116056816,0.9970567963202132
0.9926374106153932,0.9991321141025197
0.9923763975211034,0.9984120187453873
0.9906551160568814,0.9982427261539558
0.9920570956029519,0.9976631679464067
0.9915937545811225,0.9969170051791344
0.9883972528771081,0.9971042277862714
0.9913778713502652,0.9972479712098784
0.9914392908875281,0.9968846733766008
0.9900107728264995,0.9976016194367917
0.9931853965906522,0.9972425119655373
0.9926108597845907,0.9967792806735923
0.9928172214768368,0.9967577205619701
0.9928942497783848,0.9966620261976613
0.9927157704956991,0.9967562970525331
0.9931449671682137,0.9971361658458406
0.9907803539748385,0.9972545420267955
0.9925856237930405,0.9964854016187212
0.9930274120907496,0.9962618262638365
0.9906081111429507,0.9964903533051616
0.9932966510550151,0.9967447256739641
0.992712110227788,0.99666877306072
0.9915919110129199,0.996702503755296
0.9937309562580413,0.9968008389076984
0.992914283344429,0.99691790593849
0.9933214148527543,0.9965136989493181
0.9916755948682163,0.9962725435040942
0.9900870168886033,0.9964104578228643
0.9920997738344077,0.9968650846588578
0.9926460225409232,0.9970166763910675
0.9899746001903462,0.9964149310595379
0.9930388196157731,0.9972058309011923
0.9933098820123757,0.997207178916734
0.9912684119812735,0.9963969108160973
0.992619227933556,0.9970235425301529
0.9934593989387853,0.9971912004941923
0.9931224012281352,0.9966013978139315
0.992776767424368,0.9968302384472658
0.9928315777847108,0.9970223067460077
0.9925284585255261,0.996870866656248
0.992046577436754,0.9965935964905848
0.9933447136803631,0.996269877276124
0.991534517338436,0.9965201516720033
0.9915281888564272,0.996747112434408
0.9925458033323952,0.9960910410622142
