FC_CORR,SC_correlation
0.9904598819046605,0.9992206201398978
0.9860475577104351,0.9987694282753293
0.989793110040972,0.9981739700997112
0.9891840437039192,0.9974477728429533
0.9905195300057987,0.9973139200554348
0.9884269231682883,0.9970912626618575
0.9886265281377024,0.9967825013887122
0.9905750120871074,0.9971902540700576
0.9907548718820227,0.9968524491824824
0.9900380338822525,0.9963351780573808
0.9883581804587581,0.9972327142952973
0.9892693479772787,0.9969360311421721
0.9902820349478892,0.9970873577069744
0.9871235807742462,0.996918820952361
0.9876403930093633,0.9968266475382744
0.9885554341645006,0.9968969653344576
0.9902815806415776,0.9972467992869604
0.9858265678039858,0.9973694377013171
0.9893020273688256,0.9968499677036899
0.9908312475711114,0.996597624229971
0.9900807838745328,0.9966351303968484
0.9887887723379171,0.9968024237193664
0.9917747144374126,0.9967358745634621
0.9894026111137832,0.996724898839164
0.987796909965765,0.9966625054454493
0.9904776215316656,0.9965683495722213
0.9903753210431041,0.996625484351891
0.9913407673332608,0.99646991802724
0.9882574174523276,0.996265148857252
0.9900097952221341,0.996731196346414
0.9910655247289696,0.997005127067977
0.9904254557078463,0.9962329201985968
0.9900266741883889,0.9968142248908752
0.9898336642439569,0.9971797195433107
0.9880840910905648,0.9967359560615888
0.9884916485372368,0.9974073040136355
0.9881253291615518,0.9971845027758888
0.9889022111269656,0.9968590839506593
0.9887847543656938,0.9966696077736255
0.9884982008542614,0.9969403875221966
0.9874884406167965,0.9969905542150269
0.988277400125153,0.9971235125958896
0.9887431314058563,0.9969001129900951
0.9879268211391676,0.9970734301962236
0.9881400078767336,0.9971624507534647
0.9896871825283283,0.9963898216598189
0.9888199271544029,0.996652566688724
0.988660549186322,0.9964741591755165
0.9902495155259043,0.9968026320354045
0.9884664627075336,0.9970704729568717
0.9896314507215245,0.9972160169341792
0.9884713591296624,0.9967551278089578
0.9872982054896016,0.9968696431420091
0.9864312013855139,0.9967974220945394
0.9901510733380184,0.9969890527928528
0.9869667535313085,0.9970266801657498
0.98849001223506,0.9967486503891712
0.9893578037035197,0.99645443477806
0.9898824394072072,0.9963331518648167
0.990085669363942,0.9963174462858457
0.9892395397603965,0.9962362592678897
0.9870102752656263,0.9960819245884904
0.9854746528658097,0.996146231609826
0.9883232225372408,0.9960025157812614
0.9864122027777037,0.9964014897826787
0.9873262822668961,0.9970797226122344
0.9887340823932821,0.9971269644273901
0.9891150877025072,0.9975080064217896
0.9882091327229257,0.9975558928614529
0.9906790300557736,0.9970815130445507
0.9888571046226144,0.9992670105015392
0.9902295085313769,0.998578121257215
0.9903402998963565,0.9977673349616819
0.9906490196384272,0.9975759534681296
0.9897497816100082,0.9970484540634589
0.988758600302004,0.9966908452784113
