FC_L1,param_correlation
0.06969415563582426,0.9978529160898147
0.004512682020105685,0.9924424683803874
0.06075625505206605,0.999739759356647
0.04745005165461441,0.9949838444993113
0.06840541654142868,0.9945816320471923
0.027750293345084,0.9970615441769785
0.05277183337185965,0.9934462072099982
0.015585861761599429,0.990895702224637
0.05915201556790384,0.9510524387823763
0.05028681475488339,0.9949890162016638
0.014700751684748605,0.9954369997715005
0.037762826350207,0.9953062925706772
0.03301681270857071,0.9968481389618808
0.06560422710086283,0.9976373379445941
0.031039849715509993,0.9925608521756243
0.019950674033818616,0.995623770454742
0.08199480763321637,0.9969822473468226
0.04042212308247811,0.9942127979067725
0.03654386974348989,0.9927972464746333
0.08524322623367091,0.9985596476908192
0.054909769531127854,0.9988785854255523
0.007118356185379537,0.9969681494296257
0.003401989313828291,0.9952066824288266
0.016179897048479608,0.9965475065302768
0.06142963518429129,0.9982497498785395
0.03855040105765556,0.9949707907870805
0.028740673118528348,0.9988424732949027
0.0828946453128166,0.9961238103097924
0.039494238589439845,0.998068151960803
0.09084784551684728,0.9905202828312655
0.09448133712061568,0.9930370180329144
0.042119542473758376,0.9943780537906912
0.024596957903958997,0.9928064171256712
0.03929695801078381,0.9895236447466713
0.009317265011744178,0.9916938571200585
0.014518684901344168,0.9903605390981524
0.00772402353644519,0.9924125253835472
0.07945594730938871,0.9923989116206823
0.002856235674043361,0.9890290489866808
0.06574790873364345,0.7990292505922801
0.0811081648089219,0.8042737835924619
0.031012459682809634,0.808808272563822
0.0018078287643055744,0.8024266827173185
0.07105863546662333,0.7928705285541322
0.03930808026909265,0.8112242342325374
0.027905354817054417,0.7888780713039311
0.03896818558751314,0.8150322804213995
0.006894498012267936,0.8145511502454218
0.0272677754836525,0.8068324649170867
0.06851976574112251,0.9864139175878383
0.011688567708646846,0.9637768910203964
0.06307037268863269,0.9753007632314095
0.0658150821325642,0.9811224197449656
0.06305731675680826,0.974218875896584
0.013797286220846472,0.9833500533330096
0.02647758826596258,0.9770058855811175
0.05087347262668074,0.9809133195471464
0.016516856896682475,0.9827731519939462
0.03134757298496066,0.9847238576147394
0.030845377949527075,0.9680260047873872
0.051988668608214494,0.956937343668813
0.03215967862876995,0.9693704929715504
0.05425752034199771,0.9567359114947
0.04045170951346422,0.973964307612028
0.10630329178386466,0.9692732935830226
0.03950539971226741,0.9647545289197392
0.02234658797070793,0.9667521814824978
0.048893104925941726,0.9621362334515268
0.01136713087162494,0.9606770781052768
0.06432280753779246,0.9959503884344033
0.03838786182378112,0.9957862466674338
0.052000354459281965,0.9967537376829492
0.07686025631604337,0.9961952240277565
0.014070836931922235,0.9970293507873336
0.08889873608190833,0.9975903374288929
0.03658589340004464,0.9952497350469192
0.016518818693378845,0.9951632396375341
0.04273191704670204,0.9951749989066997
0.005774897290871883,0.9970610479638262
0.05955280987708028,0.9065904746545485
0.006781763118892226,0.908290612223312
0.06001183292388761,0.9110875552459603
0.0946659921581034,0.9238085242272616
0.03237826219039169,0.9102608634595549
0.07297717105015333,0.9025697999371024
0.004192045791100774,0.9063327288852526
0.06604651638865905,0.9017389327682563
0.04781723319001513,0.9278506942697868
0.007379752252845983,0.9273837804020884
0.06264337059264302,0.9852978922743993
0.008533277940982298,0.9819367258839562
0.026536856451964463,0.9850686587269257
0.03941938991243693,0.9876781905974773
0.001942255462648812,0.9797543111029688
0.044530938816197914,0.9876562447882243
0.04448348532557106,0.9956626092084819
0.02426055312688008,0.9746227491181529
0.050789602023157125,0.9860099919279535
0.04076384668380445,0.988084929968612
0.050278900647491846,0.99617304553836
0.06874674775193745,0.9944384800551224
0.05805100923456197,0.9951307457511828
0.016409226319355263,0.9953419914180824
0.024756726490986647,0.9966687768888349
0.028163807469575364,0.9956206542604421
0.01712821153106525,0.9952420551440231
0.08109328249818881,0.9971259425089662
0.008856390486286003,0.9962458274056729
0.09521277684412272,0.9963099418620424
0.08386671905346166,0.9735524860302089
0.05093255233403832,0.9939223251896515
0.0025289301380146956,0.9777970600552157
0.03915001594750961,0.9935689233670605
0.04303444749140151,0.9964285316375944
0.0558410252137046,0.9912056601732072
0.05277006593554001,0.9831108415901952
0.02890274087077288,0.9908809939283098
0.009730554515337608,0.9920251144078727
0.02815707028606801,0.9955793293357292
0.01330692127575711,0.9634271075265811
0.03457578414444601,0.9693725994257816
0.04514803109206744,0.9541170181214224
0.017200321925724127,0.9637424403574946
0.03724181470809412,0.9467169162027937
0.04586552850870589,0.9693024134769342
0.04422819482045909,0.9723923084063731
0.06209594228630433,0.922982527035821
0.02676304952554309,0.9720763681008643
0.049134838089357535,0.9633269544432901
0.012727670998910756,0.9970196628908442
0.02890750919775792,0.9969480345260926
0.021354517159918096,0.9974012956731725
0.020980102564522096,0.996989255200315
0.043013328615977287,0.9973023936081189
0.06556386182759971,0.9969429412651964
0.04067924051750488,0.9972502669528607
0.0433593118658458,0.9965231299352042
0.012458240154844924,0.9969658823302388
0.05763638397409943,0.9970537435645748
0.07420683765592993,0.9835803842250601
0.008937900583758207,0.9969161566768947
0.022244103981209847,0.9909459469561368
0.0012887390943955856,0.987245029148308
0.04194386229074026,0.9907286306885416
0.016922322263964618,0.9841473352913822
0.05410829387422483,0.9951076741167229
0.010542140067920425,0.9304979752515566
0.01940734088094087,0.9983520057880841
0.05499340395107566,0.9967443387658109
0.03193132928561726,0.996272855769794
0.03667734292725355,0.995727581945091
0.004089928534961429,0.9971907273010371
0.10073400535133424,0.9935548227307917
0.049743481602005646,0.998280340297206
0.012300651997392107,0.9983214495991166
0.029272032553346154,0.9980686715345632
0.033150285892334375,0.997984869524123
0.01554907059784666,0.9990244347153736
0.0147843861046964,0.9976605224439304
0.07681251182120381,0.9991759995056104
0.06629216632199597,0.9987909918450864
0.08587405268430387,0.999482547314001
0.13112379082011555,0.9995744373974893
0.031143754578168703,0.9989354042613581
0.09843482875435261,0.9987606630694364
0.013200489676992331,0.9982555845089837
