FC_CORR,param_correlation
0.978864761135606,0.9978529160898147
0.9791876443214425,0.9924424683803874
0.9653203608912648,0.999739759356647
0.9778129483415443,0.9949838444993113
0.9672929719083859,0.9945816320471923
0.9811992478780776,0.9970615441769785
0.9815043363179373,0.9934462072099982
0.970223102298481,0.990895702224637
0.9710271897467166,0.9510524387823763
0.979122080177736,0.9949890162016638
0.9675798399686274,0.9954369997715005
0.9768053501654013,0.9953062925706772
0.980458122578516,0.9968481389618808
0.9753557712993369,0.9976373379445941
0.9793391382608098,0.9925608521756243
0.976570833925104,0.995623770454742
0.9768548755750696,0.9969822473468226
0.9885137966300404,0.9942127979067725
0.9815156827037517,0.9927972464746333
0.9768655025538425,0.9985596476908192
0.9759075294189001,0.9988785854255523
0.9654203435067625,0.9969681494296257
0.99105462287218,0.9952066824288266
0.9782098046839763,0.9965475065302768
0.9504788578423096,0.9982497498785395
0.9880435418752771,0.9949707907870805
0.9792631344651944,0.9988424732949027
0.9754907860121161,0.9961238103097924
0.9798444477057454,0.998068151960803
0.9479224497597368,0.9905202828312655
0.9614035233628091,0.9930370180329144
0.9760654306603905,0.9943780537906912
0.9882242468587901,0.9928064171256712
0.9833506309570861,0.9895236447466713
0.9790342824968112,0.9916938571200585
0.9775102848461928,0.9903605390981524
0.9911817597802208,0.9924125253835472
0.9683622258381666,0.9923989116206823
0.9758983963381069,0.9890290489866808
0.97980921771973,0.7990292505922801
0.9698148244506467,0.8042737835924619
0.9895433678190453,0.808808272563822
0.9828257388122531,0.8024266827173185
0.9738219824507814,0.7928705285541322
0.978069608038089,0.8112242342325374
0.9819512651089689,0.7888780713039311
0.9709005734814664,0.8150322804213995
0.9880505756498121,0.8145511502454218
0.9751764805046392,0.8068324649170867
0.9683156481866086,0.9864139175878383
0.9695027994475384,0.9637768910203964
0.9684622404693027,0.9753007632314095
0.9740596231894753,0.9811224197449656
0.9708186510795824,0.974218875896584
0.979259207068573,0.9833500533330096
0.9738511031292029,0.9770058855811175
0.9841136036575528,0.9809133195471464
0.9770979849142315,0.9827731519939462
0.9782282458943868,0.9847238576147394
0.9816909779360744,0.9680260047873872
0.970780877245024,0.956937343668813
0.9787451482013942,0.9693704929715504
0.9729367132297233,0.9567359114947
0.9595569770216305,0.973964307612028
0.9660664150420499,0.9692732935830226
0.9743572071046002,0.9647545289197392
0.9793629949068768,0.9667521814824978
0.9787854119709986,0.9621362334515268
0.9799482576879603,0.9606770781052768
0.9744061657191552,0.9959503884344033
0.9753143854464472,0.9957862466674338
0.9720866365482099,0.9967537376829492
0.9595635571374672,0.9961952240277565
0.9809625891669485,0.9970293507873336
0.9585567306788729,0.9975903374288929
0.9843134775406579,0.9952497350469192
0.982410558802084,0.9951632396375341
0.9782426657389176,0.9951749989066997
0.9840298925946273,0.9970610479638262
0.9735997933827168,0.9065904746545485
0.9843040603199038,0.908290612223312
0.9729319796325336,0.9110875552459603
0.9733478389686291,0.9238085242272616
0.9817196606108424,0.9102608634595549
0.9564932736571591,0.9025697999371024
0.9789225540542664,0.9063327288852526
0.9675147354435648,0.9017389327682563
0.9681194075734798,0.9278506942697868
0.9788501562854424,0.9273837804020884
0.9807127606092912,0.9852978922743993
0.9909486579007898,0.9819367258839562
0.9784317830050728,0.9850686587269257
0.9832909275355495,0.9876781905974773
0.9844768015987548,0.9797543111029688
0.9811733188999886,0.9876562447882243
0.9815606992480412,0.9956626092084819
0.985510896755536,0.9746227491181529
0.9648111093928287,0.9860099919279535
0.9750453705685193,0.988084929968612
0.9777537921834641,0.99617304553836
0.9693352351876772,0.9944384800551224
0.975505657302561,0.9951307457511828
0.98151329129482,0.9953419914180824
0.9800849735537092,0.9966687768888349
0.9842037630778768,0.9956206542604421
0.98708952541459,0.9952420551440231
0.974130294158662,0.9971259425089662
0.9854829051005933,0.9962458274056729
0.9647899372523534,0.9963099418620424
0.9563473935117581,0.9735524860302089
0.9814115107313869,0.9939223251896515
0.9770782615527152,0.9777970600552157
0.9646579545578616,0.9935689233670605
0.9759265094936252,0.9964285316375944
0.9743440795538664,0.9912056601732072
0.9540352895164622,0.9831108415901952
0.9902045865915696,0.9908809939283098
0.9807220658820992,0.9920251144078727
0.961363426849034,0.9955793293357292
0.9856007926877816,0.9634271075265811
0.9803843463801923,0.9693725994257816
0.973771760979936,0.9541170181214224
0.9830260595230461,0.9637424403574946
0.9729696047299785,0.9467169162027937
0.9810068013062972,0.9693024134769342
0.9836056509343633,0.9723923084063731
0.9752883235190448,0.922982527035821
0.9918384908794429,0.9720763681008643
0.9711104120850147,0.9633269544432901
0.984783814228857,0.9970196628908442
0.9731375570760696,0.9969480345260926
0.9805194278023632,0.9974012956731725
0.9833224983544228,0.996989255200315
0.9865810196282349,0.9973023936081189
0.9637803343839512,0.9969429412651964
0.9822517639269166,0.9972502669528607
0.9707969746862594,0.9965231299352042
0.9808736151370311,0.9969658823302388
0.9810430188151437,0.9970537435645748
0.9639089942141272,0.9835803842250601
0.9641165215002736,0.9969161566768947
0.967920505148923,0.9909459469561368
0.9655008847266392,0.987245029148308
0.9797948848400344,0.9907286306885416
0.9631660430838328,0.9841473352913822
0.9586405004971517,0.9951076741167229
0.9589956409193395,0.9304979752515566
0.98692424955458,0.9983520057880841
0.9491114917258024,0.9967443387658109
0.9673768284808,0.996272855769794
0.9777158589268691,0.995727581945091
0.9741331158255757,0.9971907273010371
0.964588483123396,0.9935548227307917
0.9651086306222845,0.998280340297206
0.9893364843354032,0.9983214495991166
0.9830091549230915,0.9980686715345632
0.9675391837047832,0.997984869524123
0.9869635255312477,0.9990244347153736
0.9803689451774865,0.9976605224439304
0.9469502771744445,0.9991759995056104
0.9791885876697571,0.9987909918450864
0.9687012650395465,0.999482547314001
0.9236334787579331,0.9995744373974893
0.9834373971914547,0.9989354042613581
0.9626125315266736,0.9987606630694364
0.988229330011196,0.9982555845089837
0.97714779436178,0.9995616759577703
0.9545177183090823,0.9950633687125777
0.9647046304878184,0.9919162932548377
