FC_L1,SC_correlation
0.01897334196594158,0.9992206201398978
0.024807984426274965,0.9987694282753293
7.691364588036098e-05,0.9981739700997112
0.0018726253255052503,0.9974477728429533
0.0016092945305733464,0.9973139200554348
0.010271546655917896,0.9970912626618575
0.016134614766348143,0.9967825013887122
0.02598446336574156,0.9971902540700576
0.03807892949701741,0.9968524491824824
0.008593567318576079,0.9963351780573808
0.019918263000589964,0.9972327142952973
0.00460601519340864,0.9969360311421721
0.027518546648580226,0.9970873577069744
0.018977352252906306,0.996918820952361
0.028463723099516055,0.9968266475382744
0.022513349892617884,0.9968969653344576
0.009349432265503999,0.9972467992869604
0.02534304661386688,0.9973694377013171
0.02794622406291236,0.9968499677036899
0.004731080325508508,0.996597624229971
0.004113991183680721,0.9966351303968484
0.003200068909051668,0.9968024237193664
0.018556418928879048,0.9967358745634621
0.017672409880582607,0.996724898839164
0.030893443304312877,0.9966625054454493
0.02720975176827989,0.9965683495722213
0.014388071864994467,0.996625484351891
0.003178394852602961,0.99646991802724
0.011222352142297831,0.996265148857252
0.014417098394673644,0.996731196346414
0.027519741543187703,0.997005127067977
0.029358125865867057,0.9962329201985968
0.007961702881882025,0.9968142248908752
0.023166069244967,0.9971797195433107
0.003027953913478987,0.9967359560615888
0.024929248475292654,0.9974073040136355
0.004194647204461943,0.9971845027758888
0.006480919360000614,0.9968590839506593
0.017149128575886685,0.9966696077736255
0.001899979243372152,0.9969403875221966
0.017259657121291405,0.9969905542150269
0.011085504508238087,0.9971235125958896
0.012194964223013692,0.9969001129900951
0.005504706431637474,0.9970734301962236
0.034095367577341884,0.9971624507534647
0.026662437400608478,0.9963898216598189
0.01387958614581497,0.996652566688724
0.015536668216663552,0.9964741591755165
0.034812248702896786,0.9968026320354045
0.019626659165801752,0.9970704729568717
0.021659055276751937,0.9972160169341792
0.021547644892906056,0.9967551278089578
0.000767518852925586,0.9968696431420091
0.005222382702631201,0.9967974220945394
0.01053456753126558,0.9969890527928528
0.0018221378535827613,0.9970266801657498
0.008634779901182554,0.9967486503891712
0.010336193463391761,0.99645443477806
0.02509539731847299,0.9963331518648167
0.005068066577699537,0.9963174462858457
0.0061790456931383195,0.9962362592678897
0.0018469017337811036,0.9960819245884904
0.0004227561361379584,0.996146231609826
0.00297988884096434,0.9960025157812614
0.015681606989378705,0.9964014897826787
0.001815696830601232,0.9970797226122344
0.0037997092613407672,0.9971269644273901
0.03315508819587787,0.9975080064217896
0.023294114776538977,0.9975558928614529
0.023451025582694185,0.9970815130445507
0.005834642460333384,0.9992670105015392
0.019050255611821942,0.998578121257215
0.01710071664043633,0.9977673349616819
0.017364047435368235,0.9975759534681296
0.008701795310023686,0.9970484540634589
0.0028387271995934382,0.9966908452784113
0.00701112139979998,0.9971296877237834
0.01910558753107583,0.9969518550446994
0.010379774647365503,0.9964975317646751
0.0009449210346483827,0.9972142462634733
0.01436732677253294,0.9969168842428316
0.00854520468263864,0.9969013027078771
4.0102869647284925e-06,0.9969948972026861
0.009490381133574479,0.9969445394854333
0.003540007926676303,0.9970056157952115
0.009623909700437585,0.9972958511679569
0.0063697046479253006,0.9974240437152221
0.00897288209697078,0.9967956551983593
0.014242261640433072,0.9967082407221814
0.023087333149622306,0.9968258915198688
0.02217341087499325,0.9970788080863128
0.0004169230370625332,0.9969711877747855
0.0013009320853589743,0.9969527083021997
0.011920101338371292,0.996989823445528
0.008236409802338307,0.9968979881470951
0.004585270100947113,0.9967709755846184
0.01579494711333862,0.9965417604030528
0.00775098982364375,0.9963966089178429
0.004556243571267937,0.9969110883106451
0.008546399577246122,0.997206413028744
0.010384783899925476,0.9966498417022698
0.011011639084059555,0.9971201918075197
0.004192727279025421,0.9973955312546969
0.015945388052462595,0.9967832288890922
0.005955906509351072,0.997352890811513
0.014778694761479638,0.9971304766162584
0.012492422605940969,0.9968605202639756
0.001824213390054896,0.9966337702189488
0.01707336272256943,0.9970573142743678
0.0017136848446501762,0.9971371013059273
0.007887837457703495,0.9970823801912739
0.006778377742927888,0.9967205465905382
0.013468635534304108,0.996964764569582
0.015122025611400303,0.9970686147755357
0.007689095434666893,0.9964053579360643
0.00509375582012661,0.9966462184635155
0.0034366737492780297,0.9967896356960205
0.015838906736955205,0.9968851549153661
0.0006533171998601706,0.9973575969008266
0.002685713310810356,0.997156134417328
0.0025743029269644775,0.9966631331400656
0.018205823113015995,0.9966583647243052
0.01375095926331038,0.9966867594708783
0.008438774434675998,0.9968744114008639
0.01715120411235882,0.9969591064100086
0.010338562064759029,0.9969510350634551
0.008637148502549817,0.9966250757556984
0.006122055352531408,0.9964862766073861
0.013905275388242044,0.9967167881111434
0.0251523876590799,0.9964172889275944
0.020820243699722685,0.9962086170406436
0.019396098102079536,0.9962332773475758
0.02195323080690592,0.9961557104915408
0.0032917349765628767,0.9964653012629837
0.020789038796542814,0.9970237249511936
0.015173632704600815,0.9973065080531306
0.014181746229936287,0.9975632368062137
0.004320772810597395,0.9975062762672845
0.004477683616752604,0.9970567963202132
0.024884898072155322,0.9991321141025197
0.022935359100769714,0.9984120187453873
0.023198689895701615,0.9982427261539558
0.014536437770357067,0.9976631679464067
0.00867336965992682,0.9969170051791344
0.0011764789394665964,0.9971042277862714
0.013270945070742444,0.9972479712098784
0.016214417107698886,0.9968846733766008
0.004889721425685001,0.9976016194367917
0.020201969232866324,0.9972425119655373
0.002710562222305257,0.9967792806735923
0.005830632173368655,0.9967577205619701
0.0036557386732410926,0.9966620261976613
0.0022946345336570806,0.9967562970525331
0.015458552160770966,0.9971361658458406
0.0005350621875919169,0.9972545420267955
0.0031382396366373966,0.9964854016187212
0.020076904100766457,0.9962618262638365
0.028921975609955686,0.9964903533051616
0.028008053335326633,0.9967447256739641
0.006251565497395917,0.99666877306072
0.007135574545692358,0.996702503755296
0.006085458878037908,0.9968008389076984
0.0024017673420049235,0.99691790593849
0.010419912561280496,0.9965136989493181
0.021629589573672003,0.9962725435040942
0.013585632283977132,0.9964104578228643
0.01039088603160132,0.9968650846588578
0.0027117571169127386,0.9970166763910675
0.0045501414395920925,0.9964149310595379
0.016846281544392938,0.9972058309011923
0.0016419151813079624,0.997207178916734
0.021780030512795975,0.9963969108160973
0.0001212640490176886,0.9970235425301529
0.02061333722181302,0.9971912004941923
0.01832706506627435,0.9966013978139315
0.007658855850388278,0.9968302384472658
0.022908005182902813,0.9970223067460077
0.007548327304983558,0.996870866656248
0.013722479918036878,0.9965935964905848
0.012613020203261271,0.996269877276124
0.019303277994637488,0.9965201516720033
0.00928738315106692,0.996747112434408
0.0018544529743335088,0.9960910410622142
0.010928398280459994,0.996107197459692
0.009271316209611411,0.9962018304553028
0.01000426427662182,0.9964043214911853
0.005181325260473213,0.9968495720598473
0.003148929149523028,0.9969521012313955
0.003260339533368905,0.9964819859811219
0.024040465573349375,0.9965543334098568
0.019585601723643764,0.9962684850987404
0.014273416895009383,0.9965165720070749
0.022985846572692203,0.9968253879771181
0.01617320452509241,0.9966075946337416
0.0144717909628832,0.996264504973956
0.00028741289219802457,0.9957083434104259
0.019739917848575428,0.9959985054073593
0.030987030119413284,0.9960021641920902
0.026654886160056068,0.9960091368569016
0.025230740562412923,0.9962068938471341
0.027787873267239305,0.9961417543584584
0.009126377436896259,0.9967262272759265
0.0266236812568762,0.997320802719126
0.0210082751649342,0.9973557747626797
0.008347103769602902,0.9975462490728184
0.0015138696497359883,0.9977103126231441
0.00135695884358078,0.9970135773476573
0.0019495389713856115,0.9988622450532264
0.0016862081764537071,0.9987574637844968
0.010348460301798257,0.9981855777334515
0.016211528412228504,0.9973629838432858
0.02606137701162192,0.9970553751813449
0.038155843142897765,0.9971491239188061
0.008670480964456438,0.9966664762435072
0.019995176646470325,0.997284646529363
0.004682928839289001,0.9969633760786328
0.027595460294460583,0.9969478334526544
0.01905426589878667,0.9968933494090547
0.028540636745396416,0.9966889939814336
0.022590263538498245,0.996767184151307
0.00942634591138436,0.9972064247277238
0.02541996025974724,0.997278104734514
0.02802313770879272,0.996498088182672
0.004807993971388869,0.9962444655878918
0.00403707753780036,0.9964469005935802
0.003123155263171306,0.9967576792945025
0.01863333257475941,0.9967688417602354
0.017749323526462968,0.9968838642895098
0.030970356950193238,0.9970953775989992
0.02728666541416025,0.997175541056044
0.014464985510874828,0.9967838023997877
0.0032553084984833225,0.9963401415486792
0.011299265788178192,0.9965664441034928
0.014494012040554003,0.9969401057642344
0.027596655189068064,0.9970316146985176
0.029435039511747415,0.9964744791265162
0.008038616527762388,0.9971411597483568
0.023242982890847363,0.9971442635633608
0.003104867559359348,0.9963423517725173
0.02500616212117301,0.9969247240155008
0.004271560850342304,0.9972231546371149
0.006557833005880975,0.9967206186517
0.017226042221767046,0.9967535755403744
0.001976892889252513,0.9969786502115728
0.017336570767171766,0.9967095367992496
0.011162418154118448,0.9966688544497431
0.012271877868894054,0.9962407240591856
0.005581620077517834,0.9963466508580928
0.034172281223222245,0.996573106580257
0.026739351046488835,0.9960899764425863
0.013956499791695332,0.9962417371961058
0.015613581862543913,0.9963440241562835
0.03488916234877715,0.9966538081501009
0.019703572811682113,0.9967246472255709
0.021735968922632295,0.9968418219663374
0.02162455853878642,0.996389502454844
0.0008444324988059471,0.996595665102668
0.005299296348511562,0.9963729906327299
0.010611481177145943,0.996614072356241
0.0018990514994631225,0.9966284264758589
0.008711693547062915,0.9964830722406264
0.010413107109272124,0.9964313823923232
0.02517231096435335,0.9956766085450912
0.005144980223579897,0.9960929199746433
0.006102132047257958,0.9959558869164672
0.0017699880879007424,0.9959428116946792
0.00034584249025759734,0.9963180588108258
0.002902975195083979,0.9962689424166083
0.015758520635259066,0.9966445579575796
0.0017387831847208712,0.9973244958643704
0.003876622907221128,0.9971265882621904
0.03323200184175823,0.9973891806696954
0.023371028422419338,0.9976276698211101
0.023527939228574542,0.9971688019403661
0.00026333079493190414,0.9992411063603752
0.008398921330412645,0.9989546413378022
0.014261989440842893,0.9977322351788125
0.02411183804023631,0.9973641277994568
0.03620630417151216,0.9970121519347792
0.006720941993070828,0.996544726283056
0.018045637675084717,0.9974247097857194
0.0027333898679033908,0.9975402658279123
0.025645921323074968,0.9968192384300413
0.01710472692740106,0.996855286877588
0.026591097774010808,0.9966126222396995
0.020640724567112637,0.9967389637399977
0.007476806939998749,0.9972039070809608
0.02347042128836163,0.9970339362317987
0.02607359873740711,0.9961436465139395
0.0028584550000032567,0.9959594840856272
0.005986616509185971,0.9960876135833628
0.005072694234556918,0.9962783693926851
0.016683793603373798,0.9962878788528247
0.015799784555077356,0.9962977201462944
0.029020817978807623,0.9967025878688832
0.02533712644277464,0.9967599008059111
0.012515446539489217,0.9964145598691356
0.0013057695270977108,0.9961513892093085
0.009349726816792579,0.9963541859102301
0.012544473069168392,0.996715659554788
0.02564711621768245,0.9969789236174237
0.027485500540361807,0.996179586655144
0.006089077556376776,0.997502566036055
0.021293443919461752,0.9969515055867472
0.0011553285879737363,0.9960982384877377
0.023056623149787403,0.9966645045253149
0.0023220218789566927,0.9974478228707283
0.004608294034495364,0.9964389026664935
0.015276503250381435,0.9971600731743786
2.735391786690133e-05,0.9973457848255876
0.015387031795786155,0.9966331294143299
0.009212879182732836,0.9964801570965216
0.010322338897508441,0.9960052876036961
0.0036320811061322233,0.9962495377744701
0.032222742251836634,0.9965840460777794
0.024789812075103224,0.995721872426562
0.01200696082030972,0.9957897478411667
0.0136640428911583,0.9958372333937752
0.03293962337739153,0.9960777894390768
0.0177540338402965,0.9962353492604055
0.019786429951246687,0.9966804892064256
0.01967501956740081,0.9962306262324627
0.0011051064725796644,0.9964068761820531
0.0033497573771259503,0.9962406593944435
0.008661942205760331,0.9965051477512592
5.048747192248904e-05,0.9966910599718593
0.006762154575677304,0.9962907316225441
0.008463568137886512,0.9959185253777572
0.023222771992967736,0.9953527001523597
0.0031954412521942865,0.9958044405429692
0.00805167101864357,0.9957632011608488
0.0037195270592863534,0.9957595799243468
0.002295381461643209,0.9961747095090736
0.00485251416646959,0.9959766126343709
0.013808981663873454,0.9966129099706317
0.0036883221561064823,0.9972144420767941
0.001927083935835516,0.9970336056274627
0.03128246287037262,0.9972574610870274
0.02142148945103373,0.997331698714046
0.02157840025718893,0.9969596723189648
0.00866225212534455,0.9990543399442866
0.014525320235774797,0.9982528926270541
0.02437516883516821,0.99793874814749
0.036469634966444064,0.9975908226080515
0.006984272788002732,0.9968321269132233
0.018308968470016614,0.9975949975491673
0.002996720662835295,0.9972579154029108
0.025909252118006876,0.9970538123600707
0.017368057722332964,0.9971276289151764
0.026854428568942712,0.9968667749424435
0.020904055362044534,0.9970942950418301
0.007740137734930653,0.9974946188265059
0.023733752083293532,0.9972887748832104
0.02633692953233901,0.9964003891630456
0.003121785794935161,0.9961972636469598
0.005723285714254067,0.9963540979705984
0.004809363439625014,0.9965585059713603
0.0169471243983057,0.9967264670031296
0.01606311535000926,0.9966937136774852
0.029284148773739527,0.9971505520902602
0.025600457237706545,0.9970987662320688
0.01277877733442112,0.9968114978911848
0.0015691003220296151,0.9965056877932856
0.009613057611724483,0.9967218676860679
