0.000000000000000000e+00,9.402491660033665544e-02,6.417502798673294095e-02,1.278905450486304274e-01,1.587640033760247815e-01,8.954447688431992070e-02,9.698358271821241883e-02,1.471545139917649347e-01,2.499984785467078419e-01,1.557486431038928587e-01,6.863765869158219846e-02,8.874941343971762264e-02,9.799363552064933869e-02,8.345661375746112054e-02,1.569143005398756785e-01,4.909438295459823964e-02,6.694330424421407466e-02,1.253619857688063610e-01,1.357826275658509108e-01,1.448015464371567584e-01,7.710911062246657288e-02,6.258201834392210228e-02,1.503684639567715309e-01,1.130772273675814954e-01,1.402317413593464623e-01,8.242779102598803143e-02,1.683086724439184501e-01,1.018067498074160387e-01,1.124160518126915004e-01,7.667343046077612634e-02,1.438574126005159881e-01,1.447700283310618397e-01,1.163000818381718232e-01,9.355413090584126234e-02,1.884876273816749603e-01,1.152923992998111657e-01,9.322235799635811282e-02,1.031569675353897902e-01,1.104810194697975617e-01,1.365988952647569088e-01,1.812532611150170503e-01,1.668594161142723520e-01,1.025879119735171041e-01,1.386616015618118702e-01,1.340607268062453117e-01,8.764442195184841966e-02,1.106499488311234736e-01,7.644351484538032537e-02,1.144123907156115588e-01,1.617295881025555548e-01,8.656614398073039784e-02,1.093921714021232894e-01,8.307487311880305814e-02,1.079306793849485191e-01,8.577293831067436813e-02,1.432004010230572277e-01,1.080774435741019834e-01,9.739165250647419114e-02,5.761849318468999920e-02,1.593968638843823449e-01,1.430909204472112228e-01,5.278200136770644368e-02,9.171832934819339200e-02,1.178918743183488826e-01,1.145947088659086954e-01,1.460570176632719486e-01,1.152940008295924301e-01,1.581250570544984746e-01,9.212659132002891382e-02,1.386981164408242762e-01,1.427501789709530455e-01
9.402491660033665544e-02,0.000000000000000000e+00,5.810779256345662697e-02,1.277515322636182116e-01,1.509340602143167120e-01,8.532194752427518791e-02,1.076673238277202349e-01,1.411157217374035544e-01,2.397887261912578505e-01,1.445533733822547129e-01,7.347908322029200745e-02,8.546916014176741960e-02,1.070625221211301270e-01,7.793498750006006004e-02,1.465212050550686040e-01,4.755223789763984160e-02,6.963701327508034500e-02,1.286913740004452245e-01,1.252934402941690006e-01,1.180833532189947965e-01,8.250549725097411358e-02,7.411091874958961045e-02,1.421741407392340950e-01,1.070753984205713161e-01,1.341143460233214513e-01,8.155822441596213834e-02,1.658500039237479629e-01,1.016776024458562883e-01,1.163872050582716450e-01,7.264513463260105497e-02,1.322344063049024632e-01,1.263350112027007977e-01,1.043672115604825645e-01,8.768586954258708599e-02,1.748205565956601759e-01,1.115981185228130113e-01,9.368045957498602472e-02,1.090454722350789607e-01,1.025837479960858695e-01,1.196524680374694005e-01,1.837369134997749731e-01,1.673413484560452025e-01,8.909252518005197907e-02,1.396196366769538177e-01,1.314698359873351097e-01,7.566209643451424216e-02,9.244939566273702169e-02,6.074218093122549927e-02,1.065403593512523200e-01,1.553606244684923032e-01,7.984804685435525906e-02,1.013670978518681071e-01,8.365565187867450569e-02,1.174211526850447440e-01,8.573693592119194240e-02,1.271196326731293680e-01,1.108085643406581805e-01,8.772347346185076222e-02,6.404485564611317461e-02,1.555636984447544280e-01,1.312039820436480819e-01,6.983002964431624104e-02,8.336820931353627895e-02,1.042755399958039952e-01,1.085277937485886329e-01,1.384206674215210375e-01,1.164128295347716391e-01,1.524956798734150853e-01,9.373978023808340887e-02,1.314692594366138612e-01,1.277630632780431541e-01
6.417502798673294095e-02,5.810779256345662697e-02,0.000000000000000000e+00,1.300221811874702760e-01,1.514506496605557695e-01,8.850156069077182164e-02,1.113285490300335023e-01,1.416316705717301505e-01,2.362317285471081940e-01,1.436324296968464198e-01,8.057988190319394228e-02,8.913736801392690978e-02,1.093828825293920726e-01,8.154009509883838880e-02,1.498471339823799764e-01,4.485603048031479995e-02,7.659450707315627882e-02,1.283491591167883472e-01,1.195092912750258946e-01,1.215636696172183867e-01,8.071511507792242246e-02,8.042856936946171653e-02,1.458031431623486862e-01,1.099293244907535855e-01,1.318812369575418364e-01,8.029282370520321455e-02,1.654963220868573559e-01,1.007890096620291664e-01,1.201081352908297956e-01,7.544595397523715108e-02,1.267348811584826096e-01,1.253634591762051165e-01,1.010729288616486754e-01,9.020353841989868504e-02,1.728577857569550402e-01,1.131780596826088281e-01,9.567679847790608316e-02,1.101182409437494875e-01,1.071011510194537913e-01,1.156187270080381024e-01,1.856812987765913969e-01,1.711731045494656045e-01,9.002327022772152465e-02,1.408185418711953851e-01,1.361637275925964563e-01,7.382482146946760249e-02,9.432446673062110098e-02,6.250815579041099634e-02,1.038732357147547358e-01,1.500974210565932387e-01,8.502995661455822751e-02,1.033222454088144893e-01,8.589856230671535919e-02,1.190533037157092411e-01,8.930789890503407213e-02,1.253459064098026432e-01,1.155695280131581598e-01,9.034453710183965036e-02,7.033777864616280739e-02,1.553235970999498616e-01,1.270033616110108343e-01,6.777456226187253407e-02,8.539465697634378294e-02,1.040163484160069735e-01,1.128924748920168419e-01,1.415926573062589178e-01,1.150537713624053826e-01,1.563851551001516627e-01,9.744399049972533866e-02,1.330729672983633760e-01,1.255657644181722432e-01
1.278905450486304274e-01,1.277515322636182116e-01,1.300221811874702760e-01,0.000000000000000000e+00,1.385856249889894920e-01,7.488240767581193225e-02,9.745071692480658521e-02,1.373318834150380474e-01,2.419852563168338189e-01,1.455006462172667436e-01,6.304140114637502013e-02,8.355264148314470174e-02,9.722656681662322775e-02,7.600668158224735405e-02,1.396259787348875514e-01,6.291180535647650229e-02,6.459168197462217265e-02,1.266078478162340759e-01,1.386289303542744267e-01,1.325151865061506840e-01,8.215335288267353042e-02,5.884564936427275766e-02,1.270103442808570571e-01,1.009473048656076566e-01,1.300497274997077235e-01,8.563578330020835128e-02,1.625562977756352945e-01,1.229758345171307610e-01,1.232954358002764372e-01,6.903131471181274403e-02,1.357908273983308711e-01,1.378869736372183019e-01,1.153095036378748856e-01,8.474757488352874235e-02,1.764750649820709116e-01,1.172593341159475500e-01,9.409288552425275343e-02,1.080236321734520805e-01,1.050336401330550923e-01,1.314461333465726245e-01,1.708219210990337689e-01,1.526186773606148794e-01,9.074709762765391374e-02,1.274387214667450086e-01,1.198566310539827678e-01,8.508139775113186809e-02,1.059423481309346854e-01,6.975315621481636974e-02,1.006288566839044496e-01,1.642769813726071004e-01,9.072352310927397911e-02,1.107484108820745716e-01,9.197265227745543559e-02,1.121624976177244548e-01,8.525820663898155127e-02,1.388213701727890603e-01,1.026463998411282497e-01,8.836760873986834741e-02,5.575655466101218233e-02,1.548091216730220765e-01,1.284846485362818591e-01,5.650632684340081008e-02,8.788458735784421272e-02,1.089519428958541231e-01,1.034043077948056111e-01,1.295412738247573858e-01,1.038133385009360754e-01,1.385615379810795078e-01,9.671830532524668123e-02,1.289586372903397393e-01,1.307438945680914344e-01
1.587640033760247815e-01,1.509340602143167120e-01,1.514506496605557695e-01,1.385856249889894920e-01,0.000000000000000000e+00,9.220000544520126629e-02,9.934116267859058325e-02,1.402010560487377544e-01,2.443896650080156496e-01,1.744828259953908056e-01,5.925890810902574579e-02,1.067481738556669557e-01,1.000389171736842941e-01,1.065137098956923517e-01,1.287966265376687958e-01,1.224236270485567768e-01,1.023370483485825516e-01,1.322315876124874334e-01,1.715763056871923709e-01,1.733765532836965828e-01,1.058717526981773072e-01,7.092297762823049356e-02,1.072549619396447468e-01,1.022636342234101853e-01,1.200843685888760975e-01,1.159249395022124984e-01,1.601630357317309628e-01,1.849740632251926920e-01,1.501719242220168893e-01,8.276488101434491262e-02,1.446784848887657515e-01,1.706779756022953065e-01,1.502131796291818200e-01,1.009537109847326308e-01,1.849185862335703256e-01,1.335529778043987870e-01,1.176435090798730876e-01,1.394066972772392554e-01,1.237249660876068857e-01,1.655983715645183985e-01,1.481692432611630417e-01,1.255111202220360878e-01,1.010583869712349259e-01,1.306122488200729126e-01,1.160178922907161014e-01,1.111633992789912984e-01,1.524608946465663972e-01,1.090586688404764359e-01,1.069003832460766468e-01,1.963636946010829387e-01,1.510853727480489517e-01,1.463398478226401456e-01,1.396619811243700049e-01,1.172438313076650668e-01,1.220559158107824560e-01,1.647120849835763123e-01,1.126261725199911023e-01,1.083520098397989795e-01,8.233579915535318983e-02,1.659550002162065163e-01,1.377814648552297128e-01,8.137936556999246507e-02,1.330278682197234552e-01,1.370922304985722207e-01,9.847217261928595256e-02,1.159182771383225202e-01,1.036648446596188516e-01,1.110593639044014785e-01,1.188695762192045757e-01,1.414761940605666346e-01,1.335352328544225364e-01
8.954447688431992070e-02,8.532194752427518791e-02,8.850156069077182164e-02,7.488240767581193225e-02,9.220000544520126629e-02,0.000000000000000000e+00,8.998105390268784642e-02,1.341386252148051850e-01,2.468175200951949200e-01,1.541349416963083141e-01,4.894460788945600299e-02,8.378255709854053046e-02,8.447070241494678000e-02,8.536582944028135722e-02,1.359947341700792622e-01,8.441343170996937206e-02,6.480596665935300926e-02,1.223939667170080570e-01,1.527250189380896794e-01,1.558409552804839449e-01,7.840077642163793825e-02,4.369447296057192565e-02,1.168802840473220084e-01,9.541030392230658019e-02,1.264658241552330808e-01,8.959739142829228897e-02,1.584473489076766162e-01,1.426769570293544565e-01,1.261668505756698699e-01,6.911248024112633115e-02,1.432039243885759594e-01,1.513468064695397131e-01,1.283900301568057789e-01,8.222279521398841162e-02,1.817677365419448354e-01,1.212179313680427500e-01,9.672041934455792578e-02,1.111247063194763796e-01,1.088602072699843132e-01,1.448048135579105278e-01,1.577659940775428815e-01,1.391357184382522039e-01,9.614265146067524359e-02,1.215053098719897084e-01,1.157074517579191608e-01,9.849215971095590105e-02,1.277642804406769472e-01,8.483565902149732552e-02,1.017057253088149704e-01,1.777788383463884681e-01,1.114217580633020815e-01,1.219144687005027095e-01,9.705456251811730994e-02,1.062376702225966418e-01,8.985440492758683950e-02,1.529385348885255458e-01,9.821586379309515946e-02,9.265278994495540488e-02,4.629798383415840990e-02,1.610924995555755024e-01,1.348019147890064384e-01,4.635442174364952372e-02,9.925781906877449712e-02,1.192247955246851926e-01,9.914660884076469116e-02,1.262206619763198145e-01,9.874122962253545355e-02,1.252265604105041175e-01,9.948088013670657037e-02,1.289574201277060017e-01,1.378077299436421543e-01
9.698358271821241883e-02,1.076673238277202349e-01,1.113285490300335023e-01,9.745071692480658521e-02,9.934116267859058325e-02,8.998105390268784642e-02,0.000000000000000000e+00,1.481220301632118763e-01,2.639399234148459006e-01,1.881149193709831524e-01,4.638318521852072968e-02,1.052978925469608418e-01,9.348814787885388611e-02,1.103601360019090122e-01,1.367812134150540593e-01,1.285706186549392394e-01,8.304399562462064233e-02,1.260195738969863977e-01,1.856075002842715316e-01,2.106805380499452984e-01,9.998561826256438523e-02,4.985305964257057826e-02,1.188874492915632936e-01,1.052001351691135567e-01,1.295537657570511036e-01,1.158402506073801658e-01,1.656591656350145381e-01,1.808157872399716315e-01,1.408445507148428089e-01,9.074684138288893753e-02,1.736921827729847323e-01,1.890362474235389445e-01,1.611993536225802826e-01,1.051590078843311210e-01,2.028974236190409230e-01,1.320099999519541156e-01,1.084653981483112845e-01,1.363676984255360602e-01,1.225836519042989847e-01,1.915810782459405337e-01,1.482576477050878971e-01,1.175046884784346074e-01,1.236153573893783442e-01,1.328383752160063325e-01,1.124747959250676221e-01,1.345010193737057602e-01,1.766377163466543165e-01,1.337698249367796077e-01,1.283280189236759017e-01,2.084403822531281647e-01,1.537294984168878220e-01,1.483038358239790744e-01,1.281143107896662858e-01,9.643643608374716236e-02,1.156001492625755994e-01,1.902791626561691485e-01,1.010439732032036853e-01,1.064601547398074805e-01,5.963270515996881016e-02,1.811562724714647632e-01,1.585813649197713449e-01,6.463652480849708948e-02,1.404605679344910207e-01,1.554969466834720537e-01,9.599057019264800594e-02,1.289131538445523195e-01,1.126922836693609736e-01,1.116703795465428389e-01,1.064860354610724091e-01,1.532843371988923953e-01,1.630612280850668450e-01
1.471545139917649347e-01,1.411157217374035544e-01,1.416316705717301505e-01,1.373318834150380474e-01,1.402010560487377544e-01,1.341386252148051850e-01,1.481220301632118763e-01,0.000000000000000000e+00,2.368651656061870059e-01,1.435437049469653337e-01,6.988954249098741633e-02,8.633642054890830475e-02,1.019235333590645665e-01,7.508144579702533128e-02,1.394231610033904167e-01,5.706135300438978930e-02,7.072983313661208860e-02,1.288102075102137423e-01,1.333679050228778473e-01,1.236220197532683224e-01,8.407275429490247698e-02,6.975840923249890246e-02,1.291541520460343651e-01,1.017731176820098477e-01,1.295590828359248492e-01,8.634763125737705824e-02,1.631475185096804559e-01,1.195193488820521510e-01,1.249375803767759086e-01,6.899294205825402815e-02,1.296455654441121819e-01,1.333779626299041177e-01,1.103248382855303439e-01,8.657242197747286316e-02,1.725428609407705927e-01,1.176115425454394153e-01,9.615546369892521983e-02,1.112138154365049508e-01,1.053055158287195814e-01,1.251864581047816560e-01,1.740931417690177729e-01,1.568376192939495983e-01,8.698036364335212656e-02,1.290214172577646423e-01,1.242088202651172313e-01,7.881941630645591945e-02,9.999292123836689417e-02,6.131738636745818344e-02,9.873860311369421494e-02,1.604637389634578915e-01,8.787894997301423650e-02,1.095534134204992488e-01,9.396412252984050195e-02,1.168034106178221510e-01,8.892724730662730781e-02,1.321624015259375839e-01,1.064319678156575161e-01,8.919925112467427808e-02,6.482031636619298154e-02,1.527744741777345705e-01,1.246308553930714630e-01,6.341276387205059539e-02,8.597332171690397207e-02,1.052562527726484259e-01,1.049827114860114319e-01,1.311364615480707096e-01,1.053443369106170230e-01,1.422449283555652089e-01,9.854494613254580204e-02,1.297009783745433631e-01,1.243863338260706719e-01
2.499984785467078419e-01,2.397887261912578505e-01,2.362317285471081940e-01,2.419852563168338189e-01,2.443896650080156496e-01,2.468175200951949200e-01,2.639399234148459006e-01,2.368651656061870059e-01,0.000000000000000000e+00,1.423198799493275990e-01,1.191462565042128163e-01,1.128981122768468320e-01,1.339263904881943246e-01,9.110936366417199395e-02,1.564569676955427924e-01,7.790167568061011349e-02,1.107066429853796191e-01,1.485189533041961774e-01,1.236281696276283204e-01,8.024932615634453037e-02,1.111771724351100082e-01,1.282449956198160879e-01,1.628213189238360559e-01,1.368152299076077494e-01,1.428332663360041277e-01,1.026073865756570724e-01,1.781574399866752423e-01,1.126334114346023429e-01,1.448469658217529654e-01,1.029672823480989041e-01,1.226081873405476808e-01,1.195249862668821272e-01,1.032200678087709517e-01,1.151112983121477668e-01,1.651014489039930866e-01,1.229570645880945640e-01,1.213542535830225144e-01,1.412665217816057583e-01,1.208358704234284431e-01,1.102820454097754033e-01,2.077752349043806568e-01,1.900309255400758623e-01,1.005391710161546159e-01,1.611113335458029538e-01,1.543319298594016953e-01,7.830538930786687390e-02,8.538978832580881861e-02,6.832106828442528756e-02,1.146596028526448430e-01,1.595736087110407875e-01,9.132877324420288212e-02,1.111938924060262152e-01,1.101011366056857399e-01,1.543412827933242082e-01,1.172069320615051480e-01,1.113749933936896558e-01,1.430819518804362089e-01,1.177903373302178203e-01,1.132441067707874727e-01,1.580417775058736152e-01,1.355044738734439147e-01,1.188644513239045797e-01,9.616161357328520398e-02,1.034577348283080012e-01,1.412972070922144940e-01,1.460203746618770337e-01,1.398673613035171237e-01,1.721661811362213135e-01,1.261484650137811303e-01,1.397220705217623871e-01,1.292570343191816462e-01
1.557486431038928587e-01,1.445533733822547129e-01,1.436324296968464198e-01,1.455006462172667436e-01,1.744828259953908056e-01,1.541349416963083141e-01,1.881149193709831524e-01,1.435437049469653337e-01,1.423198799493275990e-01,0.000000000000000000e+00,1.401504477076503385e-01,1.229022922695759135e-01,1.598626528059602370e-01,1.052996862603158279e-01,1.540103426793272834e-01,9.745456059628158918e-02,1.204356161004992154e-01,1.555108479619732864e-01,9.700594007395864360e-02,8.140223541526867002e-02,1.233994071136749610e-01,1.501438013590581932e-01,1.810510199342411641e-01,1.459736099922646080e-01,1.460171716023145605e-01,1.096013952527454122e-01,1.808934934649577553e-01,1.155937431434506391e-01,1.520480843301521556e-01,1.160638882260335014e-01,1.368679522680063820e-01,1.046823285602407339e-01,1.000537793700542882e-01,1.217568781700279629e-01,1.609968561970394063e-01,1.280013068483015215e-01,1.188372893788146312e-01,1.552475564659362706e-01,1.283093771170221997e-01,1.021329493932604249e-01,2.188634583754402174e-01,2.012139595741852527e-01,1.148137340787920568e-01,1.740656595179715382e-01,1.653081743681564797e-01,9.707653550671602183e-02,9.484727011241138317e-02,7.749706519667586002e-02,1.245716628523565878e-01,1.506521909728172071e-01,8.795249222056909788e-02,1.134134204992609113e-01,1.006483312860444179e-01,1.624406032642379816e-01,1.249523785119546482e-01,1.233670562120938036e-01,1.574034717962597973e-01,1.283336563085058779e-01,1.345641196470868661e-01,1.840460728087469078e-01,1.511744818650775368e-01,1.404460901052685673e-01,8.262503543384640270e-02,1.051514486637636497e-01,1.618860255315877628e-01,1.565068713635264230e-01,1.543031663845305101e-01,1.847035328145444077e-01,1.356855748611073276e-01,1.431874606624247703e-01,1.441979618932003604e-01
