FC_L1,SC_correlation
0.015265366088057952,0.9992206201398978
0.014765062434938692,0.9987694282753293
0.010407632877032112,0.9981739700997112
0.009581558212950205,0.9974477728429533
0.014734088638108656,0.9973139200554348
0.0007290075838731201,0.9970912626618575
0.006875075500192729,0.9967825013887122
0.026341944888742586,0.9971902540700576
0.012622682547541508,0.9968524491824824
0.010242267654955504,0.9963351780573808
0.017581293409732413,0.9972327142952973
0.01324062489988298,0.9969360311421721
0.027891348554982157,0.9970873577069744
0.013223832275238488,0.996918820952361
0.0033973847218607967,0.9968266475382744
0.0018838381513489044,0.9968969653344576
0.020610440439404965,0.9972467992869604
0.011907097169569336,0.9973694377013171
0.03969515859250994,0.9968499677036899
0.009357718126475956,0.996597624229971
0.007549145797403236,0.9966351303968484
0.009488525340903496,0.9968024237193664
0.028462986207170304,0.9967358745634621
0.014354561354450568,0.996724898839164
0.009458642475609345,0.9966625054454493
0.020711867373426892,0.9965683495722213
0.022733534036507463,0.996625484351891
0.008478391538373929,0.99646991802724
0.015432058606654695,0.996265148857252
0.018145653227708503,0.996731196346414
0.0251083653345362,0.997005127067977
0.03603790266944135,0.9962329201985968
0.01467830532364539,0.9968142248908752
0.001130317138584802,0.9971797195433107
0.014222331747850703,0.9967359560615888
0.015866753928772123,0.9974073040136355
0.010568981630223016,0.9971845027758888
0.017900212616349494,0.9968590839506593
0.022535946901496736,0.9966696077736255
0.02557193502112848,0.9969403875221966
0.012240610131467876,0.9969905542150269
0.017513335936921393,0.9971235125958896
0.0182733904450188,0.9969001129900951
0.0129814530770595,0.9970734301962236
0.03180250741166457,0.9971624507534647
0.034653118087157264,0.9963898216598189
0.03271369326257212,0.996652566688724
0.03172158172554273,0.9964741591755165
0.02123306623084875,0.9968026320354045
0.023446557594764217,0.9970704729568717
0.02982989515875817,0.9972160169341792
0.003386213339047983,0.9967551278089578
0.01554593664325904,0.9968696431420091
0.021534653750200416,0.9967974220945394
0.016384738718392855,0.9969890527928528
0.026197537763461565,0.9970266801657498
0.002607338046289931,0.9967486503891712
0.009390710168155124,0.99645443477806
0.03553038286594268,0.9963331518648167
0.02636376341425201,0.9963174462858457
0.012276957576868195,0.9962362592678897
0.020045851987994856,0.9960819245884904
0.027591496914387448,0.996146231609826
0.025811504744509328,0.9960025157812614
0.03161226525032318,0.9964014897826787
0.029000749220122635,0.9970797226122344
0.01205770556794905,0.9971269644273901
0.010046539505328023,0.9975080064217896
0.0023071118339636487,0.9975558928614529
0.0019313742360349553,0.9970815130445507
0.0005003036531192606,0.9992670105015392
0.025672998965090062,0.998578121257215
0.005683807875107749,0.9977673349616819
0.0005312774499492967,0.9975759534681296
0.015994373671931073,0.9970484540634589
0.008390290587865222,0.9966908452784113
0.011076578800684632,0.9971296877237834
0.002642683540516444,0.9969518550446994
0.005023098433102446,0.9964975317646751
0.00231592732167446,0.9972142462634733
0.002024741188174972,0.9969168842428316
0.0126259824669242,0.9969013027078771
0.0020415338128194622,0.9969948972026861
0.011867981366197156,0.9969445394854333
0.013381527936709048,0.9970056157952115
0.005345074351347012,0.9972958511679569
0.003358268918488616,0.9974240437152221
0.024429792504451982,0.9967956551983593
0.0059076479615819966,0.9967082407221814
0.007716220290654718,0.9968258915198688
0.005776840747154456,0.9970788080863128
0.013197620119112352,0.9969711877747855
0.0009108047336073843,0.9969527083021997
0.005806723612448605,0.996989823445528
0.005446501285368943,0.9968979881470951
0.00746816794844951,0.9967709755846184
0.006786974549684022,0.9965417604030528
0.00016669251859674494,0.9963966089178429
0.0028802871396505503,0.9969110883106451
0.009842999246478244,0.997206413028744
0.020772536581383397,0.9966498417022698
0.0005870607644125614,0.9971201918075197
0.01413504894947315,0.9973955312546969
0.0010430343402072495,0.9967832288890922
0.0006013878407141737,0.997352890811513
0.004696384457834935,0.9971304766162584
0.0026348465282915456,0.9968605202639756
0.007270580813438787,0.9966337702189488
0.010306568933070524,0.9970573142743678
0.003024755956590075,0.9971371013059273
0.0022479698488634403,0.9970823801912739
0.003008024356960848,0.9967205465905382
0.0022839130109984502,0.996964764569582
0.01653714132360662,0.9970686147755357
0.019387751999099312,0.9964053579360643
0.017448327174514167,0.9966462184635155
0.016456215637484783,0.9967896356960205
0.0059677001427908,0.9968851549153661
0.008181191506706265,0.9973575969008266
0.014564529070700216,0.997156134417328
0.011879152749009967,0.9966631331400656
0.00028057055520108726,0.9966583647243052
0.006269287662142464,0.9966867594708783
0.0011193726303349028,0.9968744114008639
0.010932171675403612,0.9969591064100086
0.01265802804176802,0.9969510350634551
0.005874655919902826,0.9966250757556984
0.020265016777884726,0.9964862766073861
0.011098397326194052,0.9967167881111434
0.002988408511189755,0.9964172889275944
0.004780485899936904,0.9962086170406436
0.012326130826329496,0.9962332773475758
0.010546138656451376,0.9961557104915408
0.016346899162265227,0.9964653012629837
0.013735383132064682,0.9970237249511936
0.003207660520108901,0.9973065080531306
0.00521882658272993,0.9975632368062137
0.012958254254094304,0.9975062762672845
0.017196740324092907,0.9970567963202132
0.025172695311970805,0.9991321141025197
0.005183504221988489,0.9984120187453873
3.097379683003609e-05,0.9982427261539558
0.015494070018811812,0.9976631679464067
0.007889986934745961,0.9969170051791344
0.011576882453803892,0.9971042277862714
0.0021423798873971838,0.9972479712098784
0.004522794779983186,0.9968846733766008
0.002816230974793721,0.9976016194367917
0.0015244375350557116,0.9972425119655373
0.013126286120043462,0.9967792806735923
0.001541230159700202,0.9967577205619701
0.011367677713077893,0.9966620261976613
0.012881224283589787,0.9967562970525331
0.005845378004466273,0.9971361658458406
0.0028579652653693555,0.9972545420267955
0.024930096157571247,0.9964854016187212
0.005407344308462736,0.9962618262638365
0.007215916637535458,0.9964903533051616
0.005276537094035193,0.9967447256739641
0.013697923772231613,0.99666877306072
0.00041050108048812367,0.996702503755296
0.005306419959329345,0.9968008389076984
0.005946804938488204,0.99691790593849
